place,rating,nickname,review,visited
대청호 로하스 캠핑장,3,날아보자,커피캔이 2500원입니다.,2020.05.14
대청호 로하스 캠핑장,3.5,날아보자,슈퍼 가격이 저렴하진 않습니다,2020.05.14
대청호 로하스 캠핑장,3,날아보자,아기들이 놀기 굉장히 좋습니다.,2020.05.14
대청호 로하스 캠핑장,4,김사자,캠핑할때 깜빡할만한 물건 다있어요 ㅋ,2020.05.12
대청호 로하스 캠핑장,5,환,깨끗해요.재미있어요,2020.05.05
대청호 로하스 캠핑장,5,환,좋아요.깨끗해요,2020.05.05
대청호 로하스 캠핑장,4,gae****,좋아요,2020.05.05
대청호 로하스 캠핑장,2.5,리치송,^^,2020.04.24
대청호 로하스 캠핑장,4,so_****,자리가 자리다보니 비쌀줄 알았는데 그렇지 않았어요. ,2020.04.18
대청호 로하스 캠핑장,5,꼼꼼이,시설이 쾌적하고 오토캠핑 추천,2020.04.12
대청호 로하스 캠핑장,5,리치송,로하스 캠핑장~  여름이면 라이브음악을 들을수 있어 참 좋은데 다~~~~  좋은데 아직 그늘이 많지 않아 조금 덥고 이용료가 다소 높음이라~  자주 이용하진 않음 몇년이 지났는데 이제 이용료 좀 내려줬음 좋겠다~  세자녀 할인이라던지 얘들이 더 크기전에 ㅡ.ㅡ  암튼 얘들은 좋아해요~,2020.03.25
대전라마다호텔,4,LOVEMJ,깔끔하고 괜찮았어요~ 위층이 유난히 시끄러웠던 건지 방음이 조금 안 돼서 저녁에 쿵쾅 거리는 소리가...,2020.09.19
대전라마다호텔,4.5,리공,패밀리트윈 이용했는데 뷰도 좋고 시설도 완전 깨끗하고 좋았어요. 더블베드 싱글베드 구성이라 애 한명 있는집 완전 추천이요. 방은 사진으로 보는만큼 여유있게 크진 않아요. 그래도 시설이나 침구 깔끔하고 새거 느낌이라 좋았어요. 욕실 스마트비데도 좋고 세면대앞 공간여유도 충분했어요. 단점이라면 샤워부스안에 어메니티 놓을 공간이 없어서 바닥에 둬야 하는것과 샤워부스안에 물이 잘 안빠져서 물빠지는 구멍 덮개를 통째로 빼버리니 좀 낫더라는 정도. 입니다. ,2020.09.19
대전라마다호텔,4.5,ms,깨끗해서 좋았어요 위치도 좋아요,2020.09.14
대전라마다호텔,5,ymj,침구가 너무너무 푹신하고 좋았습니다. 또 방문할게요.,2020.09.12
대전라마다호텔,5,lys****,친절하고  너무 깔끔하고 좋아요,2020.09.11
대전라마다호텔,5,lys****,친절하고 너무 깔끔하고 좋아요,2020.09.11
대전라마다호텔,5,Sunny,침대도 푹신하고 너무 좋았어요! 잘 쉬고 갑니다:),2020.09.06
대전라마다호텔,4.5,여니여니,객실 내 청결 만족다만 도로가 앞에 위치해서 차 소리가 좀 들림1객실 당 주차는 1대만 가능함이 사실을 미리 공지해줬으면 더 좋을 것 같음. ,2020.09.05
대전라마다호텔,5,jud****,깨끗하고 좋습니다,2020.09.04
대전라마다호텔,4.5,Beyond,"깨끗하고, 체크아웃 시간도 넉넉해서 좋았어요!뷰가 옆 모텔 옥상뷰인거빼고 룸 컨디션도 만족스러웠어요TV 넷플릭스 혹은 유튜브가 되면 더 즐거운 호강스가 될 것 같아요 ",2020.08.29
대전라마다호텔,4,성훈,잘 쉬었습니다.,2020.08.29
대전라마다호텔,5,lodinpriga,인테리어 굿,2020.08.27
대전라마다호텔,5,kks****,숙소 위치도 좋고 대전갈때마다 이용합니다,2020.08.26
대전라마다호텔,5,JH,방도 깨끗하고 어메니티도 좋았습니다. 조식 부페 만족했습니다.,2020.08.21
대전라마다호텔,5,강민,만족합니다.재방문 의사 있습니다^^,2020.08.21
대전라마다호텔,5,passion,별5개도 모자랍니다. 만점호텔.최고입니다.,2020.08.21
대전라마다호텔,5,tng****,룸컨디션도 좋고 깔끔해서 이용하기 좋았어요. 다른 호텔가면 에어컨을 켜면 춥고 끄면 더운데 라마다호텔은 에어컨이 추울만하면 꺼지고 더울만하면 다시 켜지고 조절이 되서 좋았어요.친구랑 아웃백 시켜먹었는데 너무 지저분하게먹고 와서 정리하시는 분들이 힘드셨을 것 같아요죄송합니다 ㅜㅜ무료이벤트중일 때 조식을 신청한거라서저렴하게 호텔 잘 이용한 것 같아요호캉스로 딱이네요! 직원분도 친절하셔서 좋았어요,2020.08.21
대전라마다호텔,4,frecat,오랫만에 딸들과 함께  한 여행이었는데 깨끗하고 쾌적해서 좋았어요 ~~,2020.08.19
대전라마다호텔,5,pet****,"넓고 깔끔해서 좋았어요~ 조식은 종류가 많지 않았지만 알찬느낌이었고, 특히 계란찜이 나와서 좋았어요",2020.08.19
대전라마다호텔,4.5,cmm****,깨끗하고 좋았어요. 조식도 종류가 다양하진 않지만 만족스러웠습니다. 주차 자리가 없어서 애매하게 통로에 주차했습니다. 그 점이 아쉽네요~,2020.08.16
대전라마다호텔,5,znz****,깔끔하고 깨끗하고 너무좋았어요!,2020.08.15
대전라마다호텔,4.5,mys****,깨끗 객실 향기 좋음,2020.08.14
대전라마다호텔,4.5,yun****,가드 설치해주시고 침대 사이드로 붙여 주셔서 좋았어요 ~  조식은 가지수가 많진 않지만 먹을만 했어요 ^^,2020.08.14
대전라마다호텔,4.5,날아라,혼자 푹쉬려고 다녀왔어요. 청결하고 친절하셨어요. 무료조식기간이라 조식까지 잘 먹고 왔네요.밤에 화재경보기가 오작동했는데 즉시 별도 설명이 없어서 놀라긴했지만 웰컴 음료도 무료로 주셨어요.바로 방송했음 좋았을것 같아요...그외에는 매우 만족입니다.,2020.08.12
대전라마다호텔,3,박철주,ㅡㅡ,2020.08.11
대전라마다호텔,5,TeresaP,시설이 깨끗하고 조식도 맛있었습니다,2020.08.10
대전라마다호텔,5,Leejh,신축이라 너무 깨끗하고 위치도 너무좋아요~,2020.08.08
대전라마다호텔,5,nam****,방도 깨끗하고 조식도 맛있고 좋았어요~,2020.08.07
대전라마다호텔,4.5,밍밍이,가성비 좋은 호텔,2020.08.06
대전라마다호텔,4,common ground,깔끔하고 좋아요,2020.08.06
대전라마다호텔,3,bas****,군산보다 조식이 별로직원들도 별로 안친절,2020.08.05
대전라마다호텔,5,수지,룸컨디션 조식 모두 좋아요,2020.08.05
대전라마다호텔,5,옥이,친구들과 즐거운시간 보냈어요또 가고싶어요근처 맛집도 많아서 좋았어요,2020.08.05
대전라마다호텔,5,jy93,운 좋게 조식 서비스 이용할 수 있었어요! 룸 컨디션도 아주 좋습니다~,2020.08.03
대전라마다호텔,5,jy93,룸 컨디션 아주 좋아요!,2020.08.02
대전라마다호텔,5,zen****,암막커튼덕에 꿀잠잤어요ㅎㅎ객실도 깔끔하고 침대도 넓고 편해서 좋은 휴식이 되었답니다!!!,2020.07.30
대전라마다호텔,5,강소연,대전오면 여기만 갈 것 같아요. 너무 좋았습니다.,2020.07.26
대전라마다호텔,4.5,냥이참치,룸의 청결도와 침대상태가 좋았습니다. 조식은 살짝아쉬웠지만 프로모션이란걸 생각하면 괜찮았습니다.,2020.07.24
대전라마다호텔,5,Jenny,시집간 동생 쉬게해주고 싶어서 방문했는데 완전 만족 합니다~침구도 완전 잠 잘오고 조식도 😘,2020.07.22
대전라마다호텔,4,Jina_Lee,룸컨디션좋음새벽에 술취한 사람들 떠드는소리 ㅠㅠ조식이좀 아쉽,2020.07.17
대전라마다호텔,5,박나현,호캉스 편하게 쉬다가 왔습니다 직원들 엄청 친절하고 요청사항도 잘 들어줬어여 코로나때문에 걱정했는데 직원들 다 마스크 쓰고 있고 체온측정도 철저히 하더라구요 재방문 의사 있어용,2020.07.16
대전라마다호텔,5,Thanks giver,정말 잘 쉬다 갑니다 조식도 좋고 친절하시고다음에 또갈게요,2020.07.16
대전라마다호텔,5,kks****,시설도 깨끗하고 대전 호텔중에서 가장 편하게 있다갑니다,2020.07.12
대전라마다호텔,4.5,luc****,방이 깔끔하고 좋았습니다. 조식은 평범했습니다. ,2020.07.10
대전라마다호텔,3,변주은,좋았어요 굿~~~,2020.07.07
대전라마다호텔,4,CHJ,좋아여,2020.06.01
대전라마다호텔,5,ddq****,좋아요 ,2020.05.13
대전라마다호텔,5,임지언,룸컨디션 좋아요!,2020.03.14
대전라마다호텔,5,임민규,깔끔하고 아주 좋아요.,2020.03.07
대전라마다호텔,5,leeowoo,신축이라 깔끔하고 직원분들도 친절해서 매우 만족스럽습니다.가성비 좋아 대전 갈때마다 잘 이용하고 있어요~~,2020.03.03
대전라마다호텔,5,목련꽃,대전에서  투숙할때 꼭 이용하는 대전 라마다호텔~ 갈때마다  늘 친절한 직원들 때문에  사실 더 이용하고 싶은 곳이에요. 제가 귀찮게 이것저것 물어봐도 웃음으로 친절히 답해주시며  끝까지 도와주는 모습에 늘 감동이에요 : )  다른 호텔은 많이 건조해서 푹못자는데 라마다 호텔은올때마다  푹 자는거 같아요. 객실도 여전히 청결하네요~  대전에서  이만한 가격에 만족도 최고인 호텔은 없을듯!!   또 편히 쉬다갑니다~  최고🤗,2020.02.29
대전라마다호텔,5,김나언,"결혼식 전날, 친구들 숙소로 잡아주었어요🙏🏻 세군대를 다 자봤는데 제일 넓은 숙소는 아무래도 침대가 큰 사이즈가 있는 방이 뭔가 제일 넓었던것 같아요^^ 패밀리 트윈 방이 좀 더 넓었으면 어땠을까 싶어요^^ 그치만 방 컨디션 좋고 원체 깔끔해서 잘 숙박했다고 합니다^^",2020.02.22
대전라마다호텔,5,김나언,결혼식 전날 4번째 방문이었습니다🙏🏻 코로나 때문에 많이 걱정했는데 대전에는 확진자가 많이 나오지 않아 그나마 다행이라 생각했었어요ㅠㅠ 층마다 소독제도 비치 되어있고 방역과 예방에 많이 신경쓰고 있는것 같아 좋았습니다. 차량을 등록했더니 차를 댈수있는 자리가 있더라구요. 9월에 왔을때랑 2월에 왔을때랑 계속 변해가는 모습이 너무 좋은것 같습니다. 다음날 조식도 맛있게 먹고 결혼식 무사히 마쳤습니다^^🙏🏻,2020.02.22
대전라마다호텔,5,지니멍멍,"깔끔, 쾌적힌객실이 너무 마음에 들었습니다.감사해요~",2020.02.22
대전라마다호텔,5,대빵e,깔큼하고 좋네요.대전갈때마다 잘 이용하고 있습ㄴㅣ다~,2020.02.21
대전라마다호텔,5,hah****,직원분들 너무 너무 친절하시고 호텔시설도 너무 깔끔하고 고급스러웠습니다~~ 하룻밤 잘 지내고 왔어요~,2020.02.11
대전라마다호텔,5,김나언,세번째 방문입니다. 대전 갈때마다 묵는 숙소가 되었네요! 혼자 묵게 되어서 좀 큰 침대를 사용해볼까했는데 혼자 너무 큰 침대에서 아주 편하게 잘 잤습니다! 그리고 이번 방은 바로 앞이 조금 트인 방이었는데 좋았던것 같아요^^! 여긴 항상 깨끗하고 좋은것 같아요^^ ,2020.02.01
대전라마다호텔,4,오주희,생각보다 더 깔끔하고 침대도 크고 푹신해서 편안하게 하룻밤 잘 지내고 왔어요! 다만 방이 너무 건조하고 더워요ㅠㅠ에어컨도 따로 못트는 것 같아 창문 살짝 열어놓고 잤네요! 그래도 직원분들도 너무 친절하시고 좋았습니다,2020.02.01
대전라마다호텔,4,qkr****,처음 호텔 들어가자마자 땀냄새인지 뭔지 모르겠지만 쩐내가 확 나더라구요.. 불쾌해서 방 바꿔달라고 하려 하다가 그냥 환기 시켜서 썼습니다 그것 빼고는 좋았어요,2020.01.18
대전라마다호텔,5,김나언,두번째 방문이고 세번째 방문까지 예약해놓은 상태입니다^^ 대전 갈일 생길때마다 비교해보고 예약이 아니라 당연히 여기서 숙박을 해야한다는 생각밖에 없어요^^ 여전히 깔끔하고 좋아요🙏🏻,2020.01.11
대전라마다호텔,5,ibh****,만족합니다!^^* 깨끗하고 쾌적해요~~ ,2020.01.09
대전라마다호텔,4,앵두,아담하고 심플하고 깨끗해서 좋았어요흠이라면 새것냄새가...조금났지요~ㅎ,2020.01.07
대전라마다호텔,5,Marie,깨끗하고 좋아요,2019.12.28
대전라마다호텔,5,Ari양,깔끔하고 친절하고 위치도 좋았습니다 ㅎㅎ 다음에도 이용할거같아요,2019.12.21
대전라마다호텔,5,dsj****,침대가 너무 좋아요 꿀잠 잤어요!!오픈한지 얼마 안돼서그런지 깔끔하기도 하고~1층에 편의점도 바로 있어서 여러모로 좋았습니다. 근데 4시쯤에 체크인하러 갔는데 주차장이 꽉 찼었네요..늦게 오시면 주차가 힘들것같아요ㅠㅠ,2019.12.14
대전라마다호텔,3,건정행사,객실이 깨끗하고 좋았습니다. ,2019.12.07
대전라마다호텔,5,son****,신축이라 룸 컨디션도 좋고 침구가 폭신폭신한게 너무 좋았어요!화장실서 시큼한 냄새가 나긴 했지만전체적으로 만족입니다:)늦게 가시면 주차가 불편하실거 같아요,2019.12.07
대전라마다호텔,5,mir****,쾌적한 방 너무 좋았습니다,2019.12.06
대전라마다호텔,5,다이나믹,네 만족스러웠습니다 ,2019.12.06
대전라마다호텔,2,blu****,"비추천임...새 호텔이라서 기대한 것과 달리1. 침구 정리 미흡- 침대가 틀어져있어 제가 직접 밀었습니다 ㅋㅋ2. 새 호탤 수건/ 가운의 퀄리티- 수건에서 자꾸 보풀같은게 있어서 머리감고 나니 다 달라붙었습니다 ... 두번감을 뻔- 수건에 육안으로도 엄청 쉽게 보이는 얼룩이 있는 수건을 그대로 비치해둠. 심지어 피가 묻어 있는 수건이었음.......3. 생각보다 좁은 주차장- 객실수 대비 주차장이 적어서 주차장 지하4층까지 두번 왕복했습니다 ㅋㅋ결론은,정말 비추천입니다 앞으로 서비스 개선 많이 되어야 할 것 같네요",2019.11.09
대전라마다호텔,4,민경빵,무난했어요,2019.11.09
대전라마다호텔,3,카라,조식... 새건물이라...but 길가옆이라는것이 숙면에 방해고. 식당이 별루...,2019.11.06
대전라마다호텔,4,서뮤,새건물이라 깨끗하고 욕실구비도 맘에 들고 친절함에 괜찮음.단점은 아직 새건물인지라  눈.코 따가워 자는데 힘들었슴.침구ㅡ베개에 락스냄새땜  머리가 아프고  갖고간 잠옷에 락스냄새가 배임ㅡㅡ,2019.11.02
대전라마다호텔,5,애몽님,깨끗하고 따뜻한 편안한 곳,2019.11.01
대전라마다호텔,4,Nanen,깔끔하게 잘 지냈어요 기존 리뷰처럼 아직 새것냄새가 잇긴하지만 냉난방 모두 잘되서 편히쉬었습니다.그리고 패밀리룸 두개 예약햇엇는데 방 둘다 카드키로 문열때 손잡이 잡을때 정전기가 너무 심해서 할때마다 놀랐네요ㅠ 혹시몰라 글 남깁니다,2019.10.26
대전라마다호텔,5,리코,시설깨끗 대만족입니다,2019.10.25
대전라마다호텔,5,bij****,깨끗하고 좋았는데 새것 냄새가 심했어요 문열어놓고 잣어요,2019.10.19
대전라마다호텔,5,프리원,좋았습니다!!^^,2019.10.19
대전라마다호텔,5,무향,"직원들 친절하고, 객실 침구 및 청소상태 아주 좋네요.다만, 신축이라 아직까지 냄새가 약간 있어요...자주 환기해주세요..",2019.10.18
대전라마다호텔,4,lov****,주변에 공사중이어서 소음이 좀 있었지만대전에 묶을곳이 별로 없었는데 새롭게 지어서깔끔하고 좋았습니다!,2019.10.15
대전라마다호텔,4,쏘다니스트,역시 사진보다 실제로 보기에는 방이 조금 작아보였지만 괜찮았습니다 침대가 너무 푹신해서 조금 불편하긴 했으나룸내부가 마룻바닥이어서 좋았어요전체적으로 깔끔하고 어메니티도 괜찮았어요오고나서 생각해보니 남은거 챙겨올껄..싶네요 ㅋㅋㅋ단점은 샤워부스 문 아랫쪽으로 물이 많이 새어나가서 불편했고해바라기 샤워기가 고정이 안되서 불편했어요,2019.10.12
대전라마다호텔,5,s16****,새 건물 냄새만 빼면 완벽했어요!,2019.10.12
대전라마다호텔,5,jemoniccccc,깔끔하고 좋아요 주차하기 힘들었어요 차가 너무 많아서,2019.10.04
대전라마다호텔,5,LoveJ,편안했어요. 조식도 낫베드.,2019.10.03
대전라마다호텔,5,레몬,직원분들도 친절하고 방도 깨끗했어요. 주차장도 넓었지만 토요일이라서 만차였어요.,2019.09.28
대전라마다호텔,5,hwang,깨끗하고 아주 좋았어요~,2019.09.28
대전라마다호텔,4,대빵e,"유성 온천역 근처라 접근성이 매우 좋네요.스마트시티앞에 롯데시티호텔 주로 이용했었는데, 유성쪽에 일 있을 때는 여기가 딱이네요.내부는 깔끔하구요.새로지은지 얼마안되서 처음 입실할때는 콘크리트 냄새(?)가 좀 납니다. 환기시키면 금방 없어지구요.어매니티는 보통이고, 청소는 깔끔하게 되어 있습니다.",2019.09.28
대전라마다호텔,4,amb****,"시설은 깨끗하고 좋았음.아직 새건물 냄새가 안빠졌고, 주차시설은 매우 부족함",2019.09.28
대전라마다호텔,5,ire****,시설 깨끗하고 매우 좋았습니다비오는날 숙박했는데높은층에서 비오는 시티뷰 환상이었어요,2019.09.21
대전라마다호텔,5,김나언,정말 좋은가격에 잘 쉬고 간것 같습니다! 아쉬운 점이 있다면 앞쪽 건물이 공사중이어서 아침 부터 공사하는 소리가 났어요ㅠㅜ 그리고 주차장.. 만실이라고 하셔서 주차할 공간이 없다고 말씀 드렸더니 아쉬운 답변이 왔었던것 빼고 다 좋았습니다! 새건물이라서 그런지 깨끗하게 써야될것만 같았어요^^ 여기 시설 등 너무 좋습니다!,2019.09.21
대전라마다호텔,5,hhy****,깨끗하고 좋았습니다,2019.09.15
대전라마다호텔,5,노다예,쾌적한 환경에서 묵게되어 좋았어요,2019.09.14
대전라마다호텔,5,as9****,깔끔합니다,2019.09.14
대전라마다호텔,5,김준용씨,새건물이라 깔끔하고 좋았어요~^^ 다음 대전방문할때 또 이용할듯.,2019.09.13
대전라마다호텔,5,spo****,에어콘 조절방법이 좀 불편한것 같아요 날개가 왔다갔다 소리가 너무 커서 재가 못하는건지~~~ 나머지는 침대도 폭신하고 깔끔하고 좋아요 친절해요,2019.09.12
대전라마다호텔,4,별명,방이 깨끗하고 예뻤어요. 다만 방의 환기가 잘 되지않아 이상한 냄새가 났어요. 그게 좀 아쉬웠어요.,2019.09.12
대전라마다호텔,5,최강삼성,"청결했고, 직원들 모두 친절했습니다.호탤 역시 .. 완벽했어요 !",2019.09.07
대전라마다호텔,4,믿음온타임,깔끔하고  와이파이등 편의시설 사용하기에 편리했습니다.,2019.09.06
대전라마다호텔,5,하이,좋아요 서비스도 좋구요,2019.08.31
대전라마다호텔,5,lej****,매우. 깨끗하고 직원분이 친절하셔서 기분좋게 다녀갑니다.,2019.08.31
인터시티호텔,3.5,lee****,갠츈,2020.09.07
인터시티호텔,5,Sena,사우나,2020.08.24
인터시티호텔,4,jnj****,깨끗합니다.,2020.08.18
인터시티호텔,5,cus****,좋아요,2020.08.17
인터시티호텔,2.5,시도때도없이,대전갈때마다 거의 이용하는편이었는데이번 살짝 리모델링? 벽지만새로발랐나..하튼 좀더새로운바람이 필요한..아니면.내가 딴데로 바꿔야하나 생각합니다,2020.08.17
인터시티호텔,5,dwt****,제가 제일 좋아하는 목욕탕이에요 ㅎㅎ,2020.08.09
인터시티호텔,4.5,hoo****,대전에서는 제일 좋은 호텔,2020.08.05
인터시티호텔,5,kla****,좋아요~^^,2020.06.05
인터시티호텔,4.5,이상호,청결하고 좋아요,2020.05.31
인터시티호텔,3,바나나걸,조식 맛있어요,2020.05.24
인터시티호텔,4.5,이순섭,아주 깨끗해요,2020.04.24
인터시티호텔,3,길자,친절해요,2020.04.24
인터시티호텔,3.5,su9****,좋아요~,2020.04.24
인터시티호텔,4,쩡이,세신 이모가 불친절 하지만 시설인 깨끗해요~~,2020.04.01
인터시티호텔,5,후니,온천물 완존 짱이요👍👍👍,2020.04.01
인터시티호텔,5,enjoy hard,온천 물이 좋아여. 이용자들도 젠틀한 편이에요,2019.10.01
인터시티호텔,5,enjoy hard,온천이 호텔이라 관리가 잘되어 있어 깔끔하고 좋아요,2019.04.05
인터시티호텔,5,enjoy hard,온천과 시설이 깨끗하게 잘 관리되어 있어요,2019.03.26
토요코인호텔 대전정부청사앞,4.5,호랭이어흥,다른 지점과 달리 무료주차라 좋아요,2020.09.20
토요코인호텔 대전정부청사앞,3.5,HAC_JinA,늘 도요코인 만 이용하게 됩니다.조식도 나름 괜찮은 편이었습니다.,2020.08.19
토요코인호텔 대전정부청사앞,4,3T,위치나 청결도 조식서비스까지처음 가본 호텔인데 비즈니스호텔로는최고!,2020.08.16
토요코인호텔 대전정부청사앞,5,쭈효니,굿,2020.08.15
토요코인호텔 대전정부청사앞,5,shanshan,굿굿,2020.08.15
토요코인호텔 대전정부청사앞,1,yer****,객실에서 다른객실이 서로의 창문에서 보임,2020.08.14
토요코인호텔 대전정부청사앞,5,빛나는엠,대전 출장 단골!최고의 가성비+조식맛집,2020.08.13
토요코인호텔 대전정부청사앞,4,마카마카롱,저렴하고 깨끗해요방충망 없는건 아쉬워요.,2020.08.02
토요코인호텔 대전정부청사앞,4,cho****,친절해요,2020.07.21
토요코인호텔 대전정부청사앞,4,수진,깔끔하고 괜찮아요!,2020.07.13
토요코인호텔 대전정부청사앞,4,쑤,깔끔해요,2020.07.13
토요코인호텔 대전정부청사앞,4,이현희,굳,2020.06.15
토요코인호텔 대전정부청사앞,4.5,키키,가격도 저렴하고 숙소도 깔끔합니다,2020.06.07
토요코인호텔 대전정부청사앞,5,hjh,출장시 이용하기 편리,2020.05.19
