place,phone,address,hour,url
용두산공원,051-860-7820,부산 중구 용두산길 37-55,매일10:00-23:00,http://yongdusanpark.bisco.or.kr/
용두산공원부산타워,051-661-9393,부산 중구 용두산길 37-30,평일11:00-20:00,http://www.busantower.net/
을숙도생태공원낙동강하구에코센터,051-209-2000,부산 사하구 낙동남로 1240,매일09:00-18:00,http://www.busan.go.kr/wetland/index
더베이101,051-726-8888,부산 해운대구 동백로 52 더베이101,매일09:00-24:00,http://www.instagram.com/thebay101_official
송도해상케이블카,051-247-9900,부산 서구 송도해변로 171,주말09:00-21:00,http://www.busanaircruise.co.kr
수영요트경기장,051-741-6440,부산 해운대구 해운대해변로 84,,
부산요트투어 요트야,1833-8649,부산 해운대구 해운대해변로 84 수영만요트경기장 1-13b,매일00:00-24:00,http://www.yachtya.kr/
광안리해양레포츠센터,051-622-0027,부산 수영구 광안해변로54번길 222,매일09:30-22:00,http://www.gwanganli.co.kr/
솔로몬로파크,042-323-8820,대전 유성구 엑스포로 219-39,월요일00:00-00:00,http://solomondj.lawnorder.go.kr/new2/index.jsp
서프홀릭 본점,051-701-4851,"부산 해운대구 송정해변로 50 1층,2층 서프홀릭",매일06:00-00:00,http://surfholic.co.kr/
파크하얏트부산호텔,051-990-1234,부산 해운대구 마린시티1로 51,매일00:00-24:00,https://www.hyatt.com/ko-KR/hotel/south-korea/park-hyatt-busan/busph
시그니엘 부산,051-922-1000,부산 해운대구 달맞이길 30,,https://www.lottehotel.com/busan-signiel/ko.html
라발스호텔,051-790-1500,부산 영도구 봉래나루로 82,매일00:00-24:00,https://www.lavalsehotel.co.kr
아난티 코브,051-604-7000,부산 기장군 기장읍 기장해안로 268-31,매일00:00-24:00,http://www.theananti.com/kr/cove/
롯데호텔 부산,051-810-1000,부산 부산진구 가야대로 772,매일00:00-24:00,https://www.lottehotel.com/busan-hotel/ko.html
켄트 호텔,051-758-5700,부산 수영구 광안해변로 229 켄트호텔,매일00:00-24:00,http://kensington.co.kr/hga
호텔1,051-759-1011,부산 수영구 광안해변로 203,매일00:00-24:00,http://www.hotel1.me
코스트코코리아 부산점,1899-9900,부산 수영구 구락로 137,매일10:00-22:00,http://www.costco.co.kr
메가마트 동래점,051-550-6000,부산 동래구 충렬대로 197 메가마트,매일08:00-03:00,http://home.megamart.com/store/2701
이마트 트레이더스 서면점,051-718-1234,부산 부산진구 시민공원로 31 이마트트레이더스서면점,일요일10:00-23:00,http://store.traders.co.kr/service/info02_180.jsp?storeCode=180
롯데마트 화명점,051-604-2500,부산 북구 화명대로 47 롯데쇼핑(주)롯데마트화명점,매일10:00-23:00,http://company.lottemart.com/hwamyeong.mart
메가마트 남천점,051-608-6000,부산 수영구 황령대로 521 메가마트,매일10:00-24:00,http://home.megamart.com/store/2706
홈플러스 아시아드점,051-500-8000,부산 연제구 종합운동장로 7 부산아시아드주경기장노외주차장,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0033&ind=HOMEPLUS
이마트 해운대점,051-608-1234,부산 해운대구 좌동순환로 511 E-마트해운대점,일요일10:00-23:00,http://emart.com
이마트 문현점,051-609-1234,부산 남구 전포대로91번길 47 E마트,일요일10:00-23:00,http://emart.com
롯데마트 사상점,051-329-2500,부산 사상구 낙동대로 733,매일10:00-23:00,http://company.lottemart.com/sasang.mart
이마트 금정점,051-606-1234,부산 금정구 중앙대로1841번길 24 E마트금정점,일요일10:00-23:00,http://emart.com
뜨삽 수성못점,053-764-1003,대구 수성구 용학로 106-7 뜨삽 수성못점,매일11:30-22:00,http://www.ddsap.kr
동성로작은방,053-254-7070,대구 중구 동성로2길 24 2층 동성로작은방,매일12:00-21:00,http://blog.naver.com/askind
중앙떡볶이,053-424-7692,대구 중구 동성로2길 81,매일11:20-20:00,
VIN PLUS,053-242-3582,대구 중구 동성로4길 73,매일12:00-22:00,
센도리,053-765-4200,대구 수성구 들안로 38,매일11:30-22:00,
삼송빵집 본점,053-254-4064,대구 중구 중앙대로 397,매일08:00-22:00,http://www.ssbnc.kr/
앞산주택,053-621-3784,대구 남구 현충로1길 16,매일11:00-00:00,http://instagram.com/apsanhouse
용지봉,053-783-8558,대구 수성구 들안로 9,매일11:30-22:00,https://enolja.com/t/yongjibong
낙영찜갈비 본점,053-423-3330,대구 중구 동덕로36길 9-17,매일10:00-22:00,http://www.nakyoung.com/
삼송빵집 본점,053-254-4064,대구 중구 중앙대로 397,매일08:00-22:00,http://www.ssbnc.kr/
최가네케익,053-422-2928,대구 중구 동성로1길 29-6,평일09:00-22:00,http://cafe.naver.com/choiganecake/
티아이티에프,053-985-7755,대구 동구 팔공산로 1169,매일11:00-23:00,http://instagram.com/titf803
카페 루시드,053-422-7020,대구 중구 동성로4길 94,매일12:00-22:00,
오르다카페,010-6723-4711,대구 남구 안지랑로 11,매일11:00-23:00,http://www.instagram.com/orda_cafe_daegu
오퐁드부아,053-767-0101,대구 달성군 가창면 주리2길 104,주말11:00-22:00,http://www.instagram.com/cafe_aufonddubois
헤이마,053-986-7773,대구 동구 파계로 583,매일10:00-22:00,https://www.instagram.com/cafe_heima
161커피스튜디오,010-8296-1985,대구 달성군 현풍읍 비슬로 581,매일10:00-23:00,https://www.instagram.com/161_coffee_studio/?hl=ko
룰리커피,070-4671-6089,대구 수성구 고모로 188,매일10:00-23:00,http://www.rullycoffee.com/
두류공원,053-803-7470,대구 달서구 공원순환로 36,,
월광수변공원,053-667-2851,대구 달서구 월곡로 5,매일00:00-24:00,
경상감영공원,053-254-9404,대구 중구 경상감영길 99 감영공원,,https://korean.visitkorea.or.kr/kor/bz15/where/where_tour.jsp?cid=126133
앞산공원,053-803-7420,대구 남구 앞산순환로 574-116,매일10:00-19:00,http://www.daegu.go.kr/Apsanpark/
수성패밀리파크,,대구 수성구 팔현길 88-46,매일00:00-24:00,http://www.suseong.kr/04_culture/page.htm?mnu_uid=1667
달성습지 생태학습관,053-631-0105,대구 달성군 화원읍 구라1길 88,매일09:00-18:00,http://dswetland.daegu.go.kr
팔공산케이블카,053-982-8801,대구 동구 팔공산로185길 51 팔공산케이블카,평일09:30-18:50,https://blog.naver.com/palgongcable
빅버드 패러글라이딩 스쿨,010-7585-0900,대구 동구 장등로 56,,http://www.bigbirdpara.co.kr/
점프클라이밍짐,053-626-5012,대구 달서구 구마로 190 그린코아상가 2층,평일12:00-02:00,http://cafe.daum.net/jumpclimbing
도채유료낚시터,053-583-0501,대구 달성군 하빈면 묘동3길 122-60,,
동성로클라이밍짐,053-257-7979,대구 중구 동성로 10-1 4층,평일11:00-01:00,
M클라이밍 남대구점,053-212-9500,대구 달서구 월곡로100안길 24-1,평일16:00-10:00,http://blog.naver.com/gj8848
대구패러글라이딩블루윙스,010-3192-8277,대구 수성구 수성로 24,매일00:00-24:00,http://www.bluewingspara.com/
손세동 클라이밍 칠곡점,010-4456-8447,대구 북구 동천로23길 8 세신빌딩3층,평일14:00-23:00,http://sonsedongclimbing.modoo.at/
파워 클라이밍 센터,010-3892-8850,대구 수성구 달구벌대로467길 13,평일14:00-23:00,http://www.powerclimbing.org/
노보텔 앰배서더 대구,053-664-1101,대구 중구 국채보상로 611,매일00:00-24:00,https://novotel.ambatel.com/daegu
호텔인터불고 대구,053-602-7114,대구 수성구 팔현길 212 호텔인터불고,매일00:00-24:00,http://www.hotel-interburgo-daegu.com/
팔공은가비,053-983-8886,대구 동구 용천로 58,주말11:00-21:00,http://0539838886.modoo.at/
호텔인터불고 엑스코,053-380-0114,대구 북구 유통단지로 80,,http://www.ibexco.co.kr/index.html
탑골식당,053-981-4771,대구 동구 동화사2길 21-7,매일11:00-21:00,http://www.ok80.co.kr
엘디스 리젠트 호텔,053-253-7711,대구 중구 달구벌대로 2033 엘디스리젠트호텔,매일00:00-24:00,http://www.eldishotel.com/
한훤당고택 by soga,053-611-1198,대구 달성군 현풍읍 지동1길 43,매일10:30-09:00,http://bysoga.modoo.at/
호텔라온제나,053-718-7000,대구 수성구 범어천로 73,,http://www.hotellaonzena.com/
코스트코코리아대구점,1899-9900,대구 북구 검단로 97,매일09:00-22:00,https://www.costco.co.kr/store-finder
이마트 트레이더스 비산점,053-714-1234,대구 서구 팔달로 54,일요일10:00-23:00,http://store.traders.co.kr/service/info02_178.jsp?storeCode=178
홈플러스 성서점,053-550-8000,대구 달서구 달구벌대로 1467,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0031&ind=HOMEPLUS
롯데마트 대구율하점,053-607-2500,대구 동구 안심로 80 롯데쇼핑프라자,매일10:00-23:00,http://company.lottemart.com/daeguyulha.mart
이마트 월배점,053-607-1234,대구 달서구 진천로 92,일요일10:00-23:00,http://emart.com
홈플러스 칠곡점,053-607-8000,대구 북구 동암로12길 8 칠곡홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0022&ind=HOMEPLUS
이마트 만촌점,053-602-1234,대구 수성구 동원로 136 이마트만촌점,일요일10:00-23:00,http://emart.com
이마트 칠성점,053-609-1234,대구 북구 침산로 93 스펙트럼시티,일요일10:00-23:00,http://emart.com
코스트코코리아 대구혁신점,053-1899-9900,대구 동구 첨단로 10,매일09:30-22:00,http://www.costco.co.kr
홈플러스 대구수성점,053-760-8000,대구 수성구 동대구로 95 수성 SK 리더스뷰,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0103&ind=HOMEPLUS
연경,062-951-9600,광주 광산구 하남산단3번로 133-8 B1,매일11:00-21:00,
송쭈집 본점,032-833-7892,인천 연수구 컨벤시아대로 126,매일11:00-22:00,http://www.instagram.com/songjjuzip
만다복,032-773-3838,인천 중구 차이나타운로 36,매일11:00-21:30,http://blog.naver.com/mandabok
신승반점,032-762-9467,인천 중구 차이나타운로44번길 31-3,매일11:00-21:00,http://ss-chinese.com/
카페오라,010-2286-5297,전북 정읍시 수성3로 53 카페오라,일요일00:00-00:00,
뻘다방,032-889-8300,인천 옹진군 영흥면 선재로 55,수요일10:00-20:30,https://www.instagram.com/ppeoldabang
잇츠,062-372-7554,광주 서구 치평로 86 1층 이츠미떡방,평일08:00-19:00,
원조신포닭강정,032-762-5853,인천 중구 우현로49번길 3,매일10:30-21:00,
카페오라,010-2286-5297,전북 정읍시 수성3로 53 카페오라,일요일00:00-00:00,
뻘다방,032-889-8300,인천 옹진군 영흥면 선재로 55,수요일10:00-20:30,https://www.instagram.com/ppeoldabang
하이바다,032-880-0596,인천 옹진군 영흥면 영흥북로 374-25 1층,평일09:00-21:30,http://www.instagram.com/hibada
조양방직,032-933-2192,인천 강화군 강화읍 향나무길5번길 12 조양방직,평일11:00-20:00,
그린홀리데이,1588-1692,인천 강화군 길상면 해안남로 814,공휴일09:00-21:00,http://www.instagram.com/ganghwa_greenholiday
마시란비치하우스,032-746-9929,인천 중구 마시란로 71,평일10:00-21:00,
마시안제빵소,032-746-3977,인천 중구 마시란로 155,매일10:30-21:00,
토크라피,070-7607-1691,인천 강화군 화도면 해안남로1691번길 43-12,매일10:00-21:00,
그리다디저트,070-8862-1512,인천 연수구 인천타워대로132번길 30,토요일11:00-21:00,https://www.instagram.com/grida.dessert
소래습지생태공원,032-435-7076,인천 남동구 소래로154번길 77,매일10:00-18:00,
자유공원,032-761-4774,인천 중구 자유공원남로 25,,
인천대공원,032-466-7282,인천 남동구 무네미로 236,매일05:00-23:00,http://park.incheon.go.kr
송도 센트럴파크,,인천 연수구 컨벤시아대로 160,,http://www.insiseol.or.kr/institution_guidance/central_park/index.asp
인천나비공원,032-509-8820,인천 부평구 평천로 26-47,평일09:00-18:00,http://butterflypark.icbp.go.kr/
부평 신트리공원,032-509-6970,인천 부평구 신트리로 21 북구도서관,,
수봉공원,032-880-4500,인천 미추홀구 수봉안길 84,매일00:00-24:00,
서운체육공원,032-550-3500,인천 계양구 봉오대로 855,,
만정바다좌대낚시터,032-751-7774,인천 중구 영종순환로 279-20,매일00:00-24:00,http://cafe.naver.com/mjfishingsite
강화레포츠파크,032-937-7481,인천 강화군 불은면 중앙로 546,월요일10:00-15:00,http://www.tianlim.co.kr/index_jip.php
송도코마린이스트보트하우스,032-831-4609,인천 연수구 컨벤시아대로 160,,http://cafe.naver.com/komarineyachtclub
황산바다좌대낚시터,032-937-7870,인천 강화군 길상면 해안남로117번길 29-18,매일00:00-24:00,http://www.hsfishing.co.kr/
정성레저낚시터,032-751-1515,인천 중구 백운로186번길 140-1,매일00:00-24:00,http://www.jssea.com/
디스커버리 클라이밍스퀘어 ICN,032-715-5014,인천 서구 완정로 70,평일10:00-23:00,http://www.climbingsquare.kr
선재낚시공원,032-710-4340,인천 옹진군 영흥면 선재로226번길 164,매일00:00-24:00,https://cafe.naver.com/sjbada
네스트호텔,032-743-9000,인천 중구 영종해안남로 19-5,매일00:00-24:00,http://www.nesthotel.co.kr/
파라다이스시티,1833-8855,인천 중구 영종해안남로321번길 186,,http://www.p-city.co.kr/
쉐라톤 그랜드 인천 호텔,032-835-1000,인천 연수구 컨벤시아대로 153,,https://www.marriott.co.kr/hotels/travel/selgi-sheraton-grand-incheon-hotel/
오라카이 송도파크 호텔,032-210-7000,인천 연수구 테크노파크로 151,,http://www.orakaihotels.com/
그랜드하얏트인천웨스트타워,032-745-1234,인천 중구 영종해안남로321번길 208,매일00:00-24:00,https://www.hyatt.com/ko-KR/hotel/south-korea/grand-hyatt-incheon/inche
송도센트럴파크호텔,032-310-5000,인천 연수구 테크노파크로 193,,http://www.centralparkhotel.co.kr/
베스트웨스턴 하버파크호텔,032-770-9500,인천 중구 제물량로 217,매일00:00-24:00,http://www.harborparkhotel.com/
파크마린호텔,032-425-2700,인천 남동구 소래역로 44,매일00:00-24:00,http://parkmarinehotel.co.kr/
홈플러스 간석점,032-870-8000,인천 남동구 경원대로 971 홈플러스간석점,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0018&ind=HOMEPLUS
이마트 트레이더스 송림점,032-722-1234,인천 동구 봉수대로 82 이마트트레이더스송림점,일요일10:00-23:00,http://store.traders.co.kr/service/info02_151.jsp?storeCode=151
롯데마트 삼산점,032-363-2500,인천 부평구 길주로 623 롯데마트삼산점,매일10:00-23:00,http://company.lottemart.com/branch/bc/main.do?brnchCd=0100047
홈플러스 구월점,032-428-2080,인천 남동구 예술로 198,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0168&ind=HOMEPLUS
홈플러스 인하점,032-763-2080,인천 미추홀구 소성로 6,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0188&ind=HOMEPLUS
이마트 연수점,032-820-1234,인천 연수구 경원대로 184 이마트연수점,일요일10:00-23:00,http://emart.com
롯데마트 부평점,032-509-2500,인천 부평구 마장로 296 롯데마트 부평점,매일10:00-23:00,http://company.lottemart.com/branch/bc/main.do?brnchCd=0100044
홈플러스 인천논현점,032-455-8000,인천 남동구 청능대로 596,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0099&ind=HOMEPLUS
코스트코코리아 송도국제도시점,1899-9900,인천 연수구 컨벤시아대로230번길 60,매일09:00-22:00,https://www.costco.co.kr/store-finder
홈플러스 가좌점,032-453-8000,인천 서구 가정로151번길 11 삼성 가좌홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0027&ind=HOMEPLUS
어나더키친,062-385-9085,광주 서구 시청로60번길 21-9 메가박스,월요일11:30-22:00,https://blog.naver.com/ssbarato
HAGOS,062-236-1408,광주 동구 천변우로 405-15,평일11:30-21:30,https://instagram.com/hago.s
상무초밥 상무점,062-385-9200,광주 서구 운천로 253,매일11:30-24:00,http://sangmusushi.kr/
교촌치킨 조선대점,062-234-9933,광주 동구 지산로 21,매일12:00-01:00,http://0622349933.bdp.kr/
영미오리탕,062-527-0248,광주 북구 경양로 126,매일09:00-01:00,
양동통닭,062-364-5410,광주 서구 천변좌로 262,공휴일07:00-24:00,
월계수식당,062-222-3231,광주 동구 충장로 102-11,매일11:00-21:00,
나정상회,062-944-1489,광주 서구 상무자유로 24,매일11:00-22:00,
스시앤그릴,062-954-8288,광주 광산구 임방울대로 338,평일11:30-15:30,http://스시앤그릴.com/
맥도날드 광주산정DT점,070-7204-4995,광주 광산구 용아로 251,,
궁전제과 충장점,062-222-3477,광주 동구 충장로 93-6,매일10:00-21:30,http://www.kungjeun.co.kr/
카페바리에,062-224-8241,광주 동구 서석로7번길 14,매일11:30-21:30,http://www.instagram.com/cafebarie/
스타벅스 광주신세계DT점,1522-3232,광주 서구 죽봉대로 33,목요일07:00-22:00,http://www.starbucks.co.kr/
라라브레드 송정점,1800-2785,광주 광산구 광산로19번길 24,매일10:00-22:00,http://lala-bread.com/
카페밀당,070-4320-3526,광주 남구 제중로46번길 14 1층,매일12:00-22:00,http://instagram.com/kafe_milldang
아우어베이커리 광주첨단점,062-971-3777,"광주 광산구 임방울대로826번길 47 1, 2층",매일10:00-23:00,
르시엘블루,062-374-1555,광주 서구 상무대로 718,매일11:00-22:00,http://www.facebook.com/lecielbluegj
카페온화 광주,062-236-0012,광주 동구 동계천로 151-31,매일11:00-22:00,http://www.instagram.com/onhwa_cafe
아필코 본점,062-972-1522,광주 광산구 첨단중앙로124번길 27 더124빌딩,매일09:00-23:00,http://www.instagram.com/cafe_apilco_2013
롯데시네마 수완,1544-8855,광주 광산구 장신로 98,,http://www.facebook.com/lottecinema.kr
광주공원,062-672-0660,광주 남구 중앙로107번길 15,매일00:00-24:00,
광주사직공원,,광주 남구 사직길 49-1,매일09:00-22:00,
중외공원,062-613-7100,광주 북구 하서로 52,,
우치공원,062-613-5860,광주 북구 우치로 677 우치공원 금호패밀리랜드,매일09:00-18:00,http://uchipark.gwangju.go.kr/
5.18자유공원,062-376-5183,광주 서구 상무평화로 13,매일09:00-18:00,
바위 클라이밍 센터,062-229-0510,광주 동구 예술길 31-15 광주아트센터,평일12:00-24:00,http://blog.naver.com/ba-wi
기아수영장,062-457-5000,광주 서구 화운로 211,평일06:00-21:30,http://cafe.daum.net/kia-sports
광주북구건강복지타운 우산수영장,062-267-8850,광주 북구 중문로 62 58,평일06:00-21:00,http://bgsc.kr/
클라이븐 클라이밍 컴퍼니,062-236-5051,광주 동구 충장로안길 40-2,평일12:00-01:00,http://climben.blog.me/
