place,rating,nickname,review,visited
롯데마트 첨단점,5,rlaskawn,좋아요 좋아요 좋아요~~,2020.09.11
롯데마트 첨단점,0.5,여니,",",2020.09.11
롯데마트 첨단점,5,담팅,조하여,2020.09.11
롯데마트 첨단점,5,은싸리,죠스떡봌이 먹으러 가는데순대도맛잇음ㅋ먹방끝나면 마트 장보러 휙~,2020.09.11
롯데마트 첨단점,5,은싸리,항 상 이용하는곳이예요가까워서좋아요,2020.09.11
롯데마트 첨단점,3,이민지,좋아요,2020.09.10
롯데마트 첨단점,5,쫑쫑,굿굿,2020.09.10
롯데마트 첨단점,4,최세영,가끔가는곳!!!111,2020.09.10
롯데마트 첨단점,3,마사랑,온니프린스 초코땡과자 1천원거봉포도 저녁에사서 11000원,2020.09.09
롯데마트 첨단점,4,Han,집에서 가까운 마트라  자주 가게되는곳,2020.09.08
롯데마트 첨단점,4,san****,가까워서 자주가요,2020.09.08
롯데마트 첨단점,3,sta****,왜 네이버플레이스 적립이 안되나요...0,2020.09.08
롯데마트 첨단점,5,rnd****,가까워서 자주 이용해요.,2020.09.08
롯데마트 첨단점,5,짹짹,저렴이들로,2020.09.08
롯데마트 첨단점,4,hyu****,굿,2020.09.08
롯데마트 첨단점,4.5,clo****,친절해요,2020.09.08
롯데마트 첨단점,4.5,푸른 은하수,종류도 많고 행사상품도 많아서 좋네요,2020.09.08
롯데마트 첨단점,4,qor****,조아요,2020.09.07
롯데마트 첨단점,3,꼬질꼬질,멀엉..,2020.09.07
롯데마트 첨단점,4,hoh****,좋아요.,2020.09.07
롯데마트 첨단점,5,꼬꼬,롯데마트에서 할인 자주하길래 아디다스 옷 샀어요~,2020.09.07
롯데마트 첨단점,5,찐찐,이사와서 가봤는데.넘 좋네요 알차고  가격도 착해요,2020.09.07
롯데마트 첨단점,4,nsy****,좋아용^^,2020.09.07
롯데마트 첨단점,4,침대이모,비싼것같아요,2020.09.07
롯데마트 첨단점,5,mas****,~,2020.09.07
롯데마트 첨단점,5,Pure,죠스 튀김,2020.09.07
롯데마트 첨단점,3.5,콩코루콩콩,,2020.09.06
롯데마트 첨단점,4,rub****,가까워 자주 이용해요ㅎ,2020.09.06
롯데마트 첨단점,5,쫑쫑,굿굿,2020.09.06
롯데마트 첨단점,4,쫑쫑이,좋아요,2020.09.06
롯데마트 첨단점,4,hyu****,굿,2020.09.06
롯데마트 첨단점,5,쫑쫑,굿,2020.09.06
롯데마트 첨단점,5,shs****,좋아요,2020.09.05
롯데마트 첨단점,3.5,하이용,좋아요,2020.09.05
홈플러스 계림점,5,too****,좋아요,2020.09.24
홈플러스 계림점,5,hee****,좋아요~~~^^,2020.09.24
홈플러스 계림점,4,독수리오남매,맛있어요 엄청크고,2020.09.23
홈플러스 계림점,5,bmw318is,저령합니다,2020.09.22
홈플러스 계림점,4.5,풍요로운 부자,추천합니다,2020.09.22
홈플러스 계림점,4,ㄴㅏ능ㄴㅏㄷ ㅏ,#홈플러스 # 생필품,2020.09.21
홈플러스 계림점,4.5,ㄴㅏ능ㄴㅏㄷ ㅏ,# 홈플러스 # 츄파춥스 #하리보젤리,2020.09.21
홈플러스 계림점,3.5,jsy****,좋아요,2020.09.21
홈플러스 계림점,3,jgb****,좋아요,2020.09.21
홈플러스 계림점,3,jgb****,좋아요,2020.09.21
홈플러스 계림점,3,강변애,가끔씩 들립니다,2020.09.21
홈플러스 계림점,4.5,이송미,항상 잘 이용하고 있습니다,2020.09.20
홈플러스 계림점,4,kil****,정성좋아요.,2020.09.20
홈플러스 계림점,4,바디앤소울,손님 없어서 한적하고 좋네요~,2020.09.20
홈플러스 계림점,3.5,chi****,자주 가요,2020.09.19
홈플러스 계림점,4,pur****,홈플 1번째,2020.09.19
홈플러스 계림점,4,brillonte,good,2020.09.18
홈플러스 계림점,4,jah****,좋아요,2020.09.18
홈플러스 계림점,4.5,Youjin,좋아요,2020.09.18
홈플러스 계림점,5,조킹,좋아요,2020.09.17
홈플러스 계림점,3,jgb****,좋아요,2020.09.17
홈플러스 계림점,3.5,jsy****,좋아요,2020.09.17
홈플러스 계림점,5,618****,좋아요,2020.09.17
홈플러스 계림점,4,gah****,물건많고 좋아요,2020.09.16
홈플러스 계림점,5,ㅎ,ㅇ,2020.09.16
홈플러스 계림점,5,83d****,좋아요,2020.09.15
홈플러스 계림점,3,jgb****,좋아요,2020.09.15
홈플러스 계림점,3,jsy****,좋아요,2020.09.15
홈플러스 계림점,5,clo****,친절해요,2020.09.14
홈플러스 계림점,4,앙리할아버지와나,편리해용,2020.09.14
홈플러스 계림점,3,행복한 써니,좋아요,2020.09.12
홈플러스 계림점,3.5,행복한 써니,친절은 하나 진열을 쫌만  깔끔하게 하면 좋겠어요,2020.09.12
홈플러스 계림점,4.5,dua****,굿,2020.09.12
홈플러스 계림점,4,cre****,좋아요,2020.09.09
홈플러스 계림점,4,cre****,좋아요,2020.09.09
홈플러스 계림점,4,dua****,좋아요,2020.09.09
홈플러스 계림점,4,러브됴,넓고 좋아요 ㅎㅎ,2020.09.08
홈플러스 계림점,4,chi****,사람이 많지 않아서 편함,2020.09.08
홈플러스 계림점,5,clo****,친절해요,2020.09.07
홈플러스 계림점,4,달려라썬,상품이 다양해서 좋아요,2020.09.07
홈플러스 계림점,5,cha****,굿,2020.09.07
홈플러스 계림점,4.5,DJI,굿,2020.09.07
홈플러스 계림점,5,앨리스,좋아요!,2020.09.06
홈플러스 계림점,5,앨리스,좋아요!,2020.09.06
홈플러스 계림점,5,살구씨,자주가는곳~^^,2020.09.05
홈플러스 계림점,5,DJI,굿굿,2020.09.05
홈플러스 계림점,5,방울아짐,직원들이 모두 친절하고 좋아요,2020.09.05
홈플러스 계림점,5,s2mj,,2020.09.04
홈플러스 계림점,5,fra****,사은품도 받아가라며 계산대 직원분 너무 친절해요:),2020.09.04
홈플러스 계림점,5,리리,굿,2020.09.04
홈플러스 계림점,4.5,njg****,좋아요,2020.09.04
홈플러스 계림점,4,mama,굿,2020.09.03
홈플러스 계림점,3.5,sa,캐셔직원이 불친절,2020.09.03
홈플러스 계림점,3.5,que****,좋아요,2020.09.02
홈플러스 계림점,4,jah****,자주 가는곳좋아요,2020.09.02
홈플러스 계림점,5,mangmang,편리한 대형마트 ! 좋아요,2020.09.01
홈플러스 계림점,3.5,mpe****,편해요,2020.08.31
홈플러스 계림점,4,mpe****,맛있어요,2020.08.31
홈플러스 계림점,5,spe****,아일렛형 커튼만 있음핀형은 없어요,2020.08.31
홈플러스 계림점,3,spe****,수제피자맛은 보통,2020.08.31
홈플러스 계림점,4.5,fra****,밤늦게 방문해서 상품이 많이 빠져 비었지만 필요한 것만 사고 나왔어요 계산대 직원분이 진짜 너무 친절하셔서 다음에 또 재방문 하겠습니다,2020.08.31
홈플러스 계림점,4,j00****,4,2020.08.30
홈플러스 계림점,4.5,clo****,친절해요,2020.08.30
홈플러스 계림점,3,brillonte,좋아요,2020.08.29
홈플러스 계림점,3,까꿍,#홈플러스계림점샤인머스캣 노맛...,2020.08.29
홈플러스 계림점,4,ms5****,좋와요~,2020.08.29
홈플러스 계림점,4,jah****,좋아요,2020.08.29
홈플러스 계림점,5,구름모자,삽겹살행사,2020.08.28
홈플러스 계림점,4.5,구름모자,저렴한건 저렴하고특히 잡곡제품이 싸서 주로애용,2020.08.28
홈플러스 계림점,5,마블리,가까워서요좋아용,2020.08.28
홈플러스 계림점,3.5,큠,좋아요ㅔ,2020.08.28
홈플러스 계림점,5,큠,좋아요ㅔ,2020.08.28
홈플러스 계림점,5,식물상자,친절하고 편해요,2020.08.27
홈플러스 계림점,4,cut****,친절해요,2020.08.26
홈플러스 계림점,5,아로미,좋아요.,2020.08.26
홈플러스 계림점,5,타테오시안,좋아요,2020.08.26
홈플러스 계림점,5,ㅎ,좋아요,2020.08.26
홈플러스 계림점,5,ㅎ,ㅈㅇㅇ,2020.08.26
홈플러스 계림점,5,나댕,자주다닙니다,2020.08.25
홈플러스 계림점,5,리리,굿,2020.08.25
홈플러스 계림점,3.5,fra****,꽃게가 싱싱해 보였는데 1인가족도 살수 있게 그램당 팔면 좋은데 딱 포장 작업되어 있어서 못샀어요ㅜㅜ 양 많은 건 결국 생물을 냉동으로 넣어야 하니까 안사게 되더라구요,2020.08.25
홈플러스 계림점,4,달려라썬,상품이 다양해서 좋아요,2020.08.24
홈플러스 계림점,5,gus****,멸치맛 쌀국수 좋아용,2020.08.24
홈플러스 계림점,5,까만돌,술종류가 다양하게 있어서 좋아요,2020.08.24
홈플러스 계림점,5,che****,친절하시네요,2020.08.23
홈플러스 계림점,4,iny****,정말 친절하고 좋아요  ㅎㅎ,2020.08.22
홈플러스 계림점,5,쥐순이,좋아용,2020.08.22
홈플러스 계림점,3.5,해기소나,좋음,2020.08.22
홈플러스 계림점,3,광주75연,ᆢ,2020.08.22
홈플러스 계림점,4,이쁜이,4,2020.08.22
홈플러스 계림점,4,이니이니,한적하네요ㅎ,2020.08.22
홈플러스 계림점,5,s2mj,,2020.08.21
홈플러스 계림점,3,강변애,좋아요,2020.08.21
홈플러스 계림점,5,김나름,친절하시고물건도좋아요,2020.08.21
홈플러스 계림점,4,ms5****,좋와요,2020.08.20
홈플러스 계림점,3,brillonte,좋아요,2020.08.20
홈플러스 계림점,3,bgb****,괜찮아요,2020.08.19
홈플러스 계림점,5,말랑카우링,좋아요,2020.08.19
홈플러스 계림점,3,fra****,물건이 다양하지 않지만 그런대로 괜찮아요 직원분들 친절하시네요,2020.08.19
홈플러스 계림점,5,eor****,좋아요,2020.08.19
롯데마트 상무점,5,고려하세요,,2020.09.24
롯데마트 상무점,3,똥희원,감사합니다,2020.09.23
롯데마트 상무점,5,kos****,상품권은  롯데상품권 입니다,2020.09.23
롯데마트 상무점,5,kos****,상품권은 롯데,2020.09.23
롯데마트 상무점,5,kos****,명절선물은 정관장 ^^,2020.09.23
롯데마트 상무점,4.5,kos****,물건 다양합니다,2020.09.23
롯데마트 상무점,4.5,kos****,명절선물 다양하네요,2020.09.23
롯데마트 상무점,4,hap****,편해요,2020.09.23
롯데마트 상무점,4.5,천희명,싱싱한 고기 조앙,2020.09.22
롯데마트 상무점,5,meh****,즐거웟어요~,2020.09.22
롯데마트 상무점,5,too****,좋아요,2020.09.22
롯데마트 상무점,5,ssd****,굿,2020.09.21
롯데마트 상무점,5,yoh****,좋아요,2020.09.21
롯데마트 상무점,5,too****,좋아요,2020.09.21
롯데마트 상무점,5,luc****,친절해요,2020.09.20
롯데마트 상무점,4.5,nom****,좋습니다,2020.09.20
롯데마트 상무점,4.5,lsa****,좋아요,2020.09.20
롯데마트 상무점,3.5,lsa****,좋아요,2020.09.20
롯데마트 상무점,3.5,lsa****,롯데마트,2020.09.20
롯데마트 상무점,3,sim****,좋아요,2020.09.20
롯데마트 상무점,3,dre****,좋아요,2020.09.20
롯데마트 상무점,3,천상미,강아지 간식이 다양해서 좋다ㅎ,2020.09.20
롯데마트 상무점,5,luc****,좋아요,2020.09.19
롯데마트 상무점,5,효,친절해요,2020.09.19
롯데마트 상무점,5,kkh3463,좋아요 굿굿,2020.09.19
롯데마트 상무점,5,kkh3463,얼굴트러블때문에  마스크샀네요,2020.09.19
롯데마트 상무점,5,mar****,항상 가는 곳입니다.,2020.09.19
롯데마트 상무점,4,차송배,친절하신 캐시원님~,2020.09.18
롯데마트 상무점,5,좋아요,아주아주 만족한 쇼핑이였어요,2020.09.18
롯데마트 상무점,5,규규좋아,먹을거 많아서 좋아요,2020.09.18
롯데마트 상무점,4,77711,좋아요.,2020.09.16
롯데마트 상무점,4.5,shin117,크니까 좋네요. 상품도 많고,2020.09.16
롯데마트 상무점,3.5,han****,망해쓰여?,2020.09.15
롯데마트 상무점,5,값진 보물,집앞이라 편하게 다닐수있어 조아요,2020.09.15
롯데마트 상무점,4,Black,롯데마트입니다,2020.09.15
롯데마트 상무점,4,77711,좋아요.,2020.09.15
롯데마트 상무점,5,luc****,좋아요,2020.09.15
롯데마트 상무점,5,빛나라,김밥재료도 사고~,2020.09.15
롯데마트 상무점,5,동동이,좋아요!!,2020.09.15
롯데마트 상무점,5,yoh****,좋아요,2020.09.14
롯데마트 상무점,5,jyj****,좋아요,2020.09.14
롯데마트 상무점,5,동동이,자주갑니당ㅎㅎ,2020.09.14
롯데마트 상무점,5,김미정원장,크린토피아 세탁 맞기기 편하고 찾기 편하고편리하내요,2020.09.14
롯데마트 상무점,3.5,zm,좋아요,2020.09.14
롯데마트 상무점,4,wls****,화장품코너 들렀다가 커피한개사먹었네요.^^,2020.09.14
롯데마트 상무점,5,고려하세요,,2020.09.14
롯데마트 상무점,5,too****,좋아요,2020.09.14
롯데마트 상무점,4.5,wls****,친절하고 좋아요^^,2020.09.12
롯데마트 상무점,5,솔비톨,좋아요,2020.09.12
롯데마트 상무점,5,동주,좋아요좋아요좋아요좋아요,2020.09.12
롯데마트 상무점,4,77711,자주 가요.,2020.09.12
롯데마트 상무점,4.5,Su,가까워서 들리기 좋아요 ㅎㅎ,2020.09.12
롯데마트 상무점,5,jje****,매일오는마트,2020.09.11
롯데마트 상무점,5,값진 보물,저렴하게 구입할수있어 좋아요,2020.09.10
롯데마트 상무점,4.5,hen****,친절합니다,2020.09.10
롯데마트 상무점,5,김미정원장,신선채소 샐러드 생필품 쇼핑하기 좋아요,2020.09.10
롯데마트 상무점,5,too****,좋아요,2020.09.10
롯데마트 상무점,4,puppy0023,친절해요~,2020.09.09
롯데마트 상무점,4,슈슈꼬꼬마,편리해요,2020.09.09
롯데마트 상무점,1.5,토니,굿,2020.09.09
롯데마트 상무점,5,too****,좋아요,2020.09.09
롯데마트 상무점,5,동동이,행사해서 싸게 샀어용!!,2020.09.09
롯데마트 상무점,5,too****,좋아요,2020.09.09
롯데마트 상무점,4.5,골갑,좋아요,2020.09.08
롯데마트 상무점,3.5,lsa****,롯데마트  좋아요,2020.09.08
롯데마트 상무점,4,rub****,ㅎㅎ좋아요,2020.09.08
롯데마트 상무점,5,동동이,필요한거 다 챙겨왔습니당ㅎㅎ,2020.09.08
롯데마트 상무점,4,이송미,친절해요~^^,2020.09.08
롯데마트 상무점,5,vhf****,매장직원분이 친절하세요,2020.09.08
롯데마트 상무점,4,세아이맘,좋아요,2020.09.08
롯데마트 상무점,5,kkh3463,친절하게  잘 안내해줍니다.,2020.09.07
롯데마트 상무점,4,차송배,#탕수육 #짜장면 #공깃밥 #만원세트 #조용했음,2020.09.07
롯데마트 상무점,4.5,eun****,.,2020.09.07
롯데마트 상무점,4.5,Su,물건 살겸 들리기 좋아여,2020.09.07
롯데마트 상무점,5,값진 보물,필요할때마다 들릴수있게 가까이있어좋아요,2020.09.07
롯데마트 상무점,4.5,gpd****,상무지구에  롯데마트에사,2020.09.06
롯데마트 상무점,5,김기숙광주,모든게 다있어요,2020.09.06
롯데마트 상무점,5,우끼끼꼬꼬꼬,좋네요,2020.09.05
롯데마트 상무점,4,슈슈꼬꼬마,좋아요,2020.09.05
롯데마트 상무점,5,후니훈,굿,2020.09.05
롯데마트 상무점,2.5,Young,가격이 막저렴하지는 않아요,2020.09.05
롯데마트 상무점,3,ahx****,에어컨짱,2020.09.05
롯데마트 상무점,5,jyj****,좋아요,2020.09.04
롯데마트 상무점,4,꼰,,2020.09.04
롯데마트 상무점,3,sim****,좋다,2020.09.04
롯데마트 상무점,4,tka****,시원하게 쇼핑해요,2020.09.04
롯데마트 상무점,5,too****,좋아요,2020.09.04
롯데마트 상무점,5,지존,조아용ㅈㅅㅂㄱㄴㄷㅈㅅ,2020.09.04
롯데마트 상무점,3,ael****,친절합니다,2020.09.03
롯데마트 상무점,3,dol****,이유식 마니 샀어요~~,2020.09.03
롯데마트 상무점,4.5,Su,가까워서 들리기 좋아여 ㅎㅎ,2020.09.03
롯데마트 상무점,5,yam****,ㅡㅡ,2020.09.03
롯데마트 상무점,4,세아이맘,좋아요,2020.09.03
롯데마트 상무점,4,상콤이,조아요,2020.09.01
롯데마트 상무점,3.5,ael****,자주 갑니다,2020.09.01
롯데마트 상무점,3,dre****,좋아요,2020.09.01
롯데마트 상무점,4,kyunghwa21,ㄱ,2020.09.01
롯데마트 상무점,5,mza****,편리해요,2020.09.01
롯데마트 상무점,5,동동이,집 근처라 자주 이용합니다:),2020.09.01
롯데마트 상무점,5,rii****,좋아요좋아요좋아요좋아요,2020.08.31
홈플러스 동광주점,5,그날이 올때까지,편리해요,2020.09.24
홈플러스 동광주점,5,jis****,굿,2020.09.24
홈플러스 동광주점,5,tnw****,좋아요,2020.09.23
홈플러스 동광주점,5,tnw****,친절해요~,2020.09.23
홈플러스 동광주점,5,이지은,이쁜옷 많아요,2020.09.23
홈플러스 동광주점,3.5,yj8****,좋아요,2020.09.23
홈플러스 동광주점,4,K버핏,굿,2020.09.23
홈플러스 동광주점,4.5,김정선,좋아요,2020.09.23
홈플러스 동광주점,5,공손남,만족합니다 아주좋아요,2020.09.22
홈플러스 동광주점,5,공손남,만족합니다 아주좋아요,2020.09.22
홈플러스 동광주점,4,니코니코,좋아요,2020.09.22
홈플러스 동광주점,4,K버핏,굿,2020.09.22
홈플러스 동광주점,5,도넛킹,좋아요,2020.09.21
홈플러스 동광주점,4,안녕,마트,2020.09.21
홈플러스 동광주점,4.5,달려라썬,좋아요 자주 이용합니다,2020.09.21
홈플러스 동광주점,4.5,ppe****,굳,2020.09.21
홈플러스 동광주점,5,illiiiilll,엄마께서 이브자리 이불 구매!부드럽다,2020.09.21
홈플러스 동광주점,4.5,도넛킹,좋아요,2020.09.21
홈플러스 동광주점,5,실비아,좋아요,2020.09.21
홈플러스 동광주점,4.5,양념치킨,굿,2020.09.21
홈플러스 동광주점,4,ekf****,정리정돈이 잘 되있어서 찾기가 쉬웠어요,2020.09.21
홈플러스 동광주점,5,냠냠쿳,과일 질이 좋은곳 ㅎ,2020.09.20
홈플러스 동광주점,5,냠냠쿳,매번 갈때마다 좋은곳,2020.09.20
홈플러스 동광주점,5,tnw****,크고 좋아요 친절 하고!,2020.09.20
홈플러스 동광주점,5,성냥,ㅇㅈ,2020.09.20
홈플러스 동광주점,4,jun****,좋아요,2020.09.20
홈플러스 동광주점,5,ino****,무인계산대에서 편리하게 계산했어요,2020.09.20
홈플러스 동광주점,5,살구씨,자주가는곳,2020.09.19
홈플러스 동광주점,4,tkf****,항시 사람 많아요,2020.09.19
홈플러스 동광주점,5,jjj****,좋아요,2020.09.19
홈플러스 동광주점,5,jud****,항상 좋아요 좋아용 굿,2020.09.19
홈플러스 동광주점,5,jud****,항상 좋아요 좋아용 굿,2020.09.19
홈플러스 동광주점,5,kon****,좋아요,2020.09.18
홈플러스 동광주점,5,jjj****,좋아요,2020.09.18
홈플러스 동광주점,5,ljg****,좋아요,2020.09.18
홈플러스 동광주점,5,jjj****,좋아요,2020.09.18
홈플러스 동광주점,5,kon****,좋아요,2020.09.18
홈플러스 동광주점,4,lee****,좋아요,2020.09.17
홈플러스 동광주점,5,나비,좋아요,2020.09.17
홈플러스 동광주점,3.5,lee****,좋아요,2020.09.17
홈플러스 동광주점,4,김정선,알뜰하게 구매함,2020.09.17
홈플러스 동광주점,4,김정선,조아요,2020.09.17
홈플러스 동광주점,4,카리,가볼만해요,2020.09.17
홈플러스 동광주점,4,카리,좋아요,2020.09.17
홈플러스 동광주점,4,ble****,맛잇어요,2020.09.17
홈플러스 동광주점,4,han****,좋아요~,2020.09.16
홈플러스 동광주점,5,사랑키움 미리씨,친절해요,2020.09.16
홈플러스 동광주점,4,한결 한결 한결낫다,좋아요,2020.09.16
홈플러스 동광주점,4,mae****,알뜰하게 잘 봤어요,2020.09.16
홈플러스 동광주점,4,메인,좋아요,2020.09.16
홈플러스 동광주점,4,메인,좋아요,2020.09.16
홈플러스 동광주점,3,young,좋아여~~~~~~~~,2020.09.16
홈플러스 동광주점,3,young,좋아여,2020.09.16
홈플러스 동광주점,5,ljg****,좋아요,2020.09.16
홈플러스 동광주점,4,mae****,좋아요,2020.09.15
홈플러스 동광주점,5,rla****,좋아요,2020.09.15
홈플러스 동광주점,4,kgm****,좋아요,2020.09.15
홈플러스 동광주점,4,cgk****,조아요,2020.09.15
홈플러스 동광주점,4,cgk****,조아요,2020.09.15
홈플러스 동광주점,3,aec****,좋아요,2020.09.15
홈플러스 동광주점,4,ch9****,조아요,2020.09.14
홈플러스 동광주점,5,clo****,친절해요,2020.09.14
홈플러스 동광주점,5,나비,좋아요~,2020.09.14
홈플러스 동광주점,5,천사주니,좋아요,2020.09.14
홈플러스 동광주점,5,mij****,좋아요~,2020.09.14
홈플러스 동광주점,4,osc****,친절하시고   좋습니다,2020.09.14
홈플러스 동광주점,5,ktf****,좋아요 ㅎㅎ,2020.09.14
홈플러스 동광주점,5,일광스님,역시 홈플,2020.09.14
홈플러스 동광주점,4,오희주,넓어요,2020.09.14
홈플러스 동광주점,3,오희주,맛나요,2020.09.14
홈플러스 동광주점,3.5,아얏아효,ㆍ,2020.09.13
홈플러스 동광주점,4.5,박금순,자주갑니다,2020.09.13
홈플러스 동광주점,5,yena,굿,2020.09.12
홈플러스 동광주점,5,she****,원하는 물품이 다 있어서 자주  가요,2020.09.12
홈플러스 동광주점,3.5,Sera,오래간만에. 여긴 역시 사람들이 많다,2020.09.12
홈플러스 동광주점,4,lyj****,ㅎ,2020.09.12
홈플러스 동광주점,5,까만콩,좋아요~,2020.09.12
홈플러스 동광주점,5,belleza,꽃게샀는데 다죽었네요,2020.09.12
홈플러스 동광주점,4,lyj****,ㅎ,2020.09.12
홈플러스 동광주점,4,한결 한결 한결낫다,좋아요,2020.09.12
홈플러스 동광주점,4.5,영우혜준준우,편하고 물건이 많아요,2020.09.12
홈플러스 동광주점,4,jah****,좋아요,2020.09.11
홈플러스 동광주점,4.5,양념치킨,굿,2020.09.10
홈플러스 동광주점,4.5,ysg****,ㅈ,2020.09.10
홈플러스 동광주점,3,명이,굳,2020.09.10
홈플러스 동광주점,5,tkt****,좋았어요!!,2020.09.10
홈플러스 동광주점,5,nak****,좋아여,2020.09.09
홈플러스 동광주점,3.5,sil****,조아요,2020.09.09
홈플러스 동광주점,5,ljg****,좋아요,2020.09.09
홈플러스 동광주점,5,꼬미,편리해요,2020.09.08
홈플러스 동광주점,4,한결 한결 한결낫다,잘 이용해요,2020.09.08
홈플러스 동광주점,3,val****,좋아요,2020.09.08
홈플러스 동광주점,4,ktf****,좋아요 ㅎㅎㅎ,2020.09.08
홈플러스 동광주점,5,ktf****,속옷도 저렴한 가격에 구매했네요 ㅎㅎ,2020.09.08
홈플러스 동광주점,4.5,베지타,친절해요,2020.09.08
홈플러스 동광주점,5,ljg****,좋아요,2020.09.08
홈플러스 동광주점,4,bwj****,좋아요,2020.09.08
홈플러스 동광주점,5,nak****,굿,2020.09.07
홈플러스 동광주점,4.5,puppy0023,좋아요~,2020.09.07
홈플러스 동광주점,5,clo****,친절해요,2020.09.07
이마트 광산점,5,Yumvely,편리해요!,2020.09.24
이마트 광산점,4,장금이,좋아요,2020.09.24
이마트 광산점,5,psj****,닭정육구이만드러밧코뚱,2020.09.23
이마트 광산점,5,vivi,#이마트,2020.09.23
이마트 광산점,4,pmn****,좋아요,2020.09.23
이마트 광산점,4.5,김연욱,좋아요,2020.09.23
이마트 광산점,4,하이용,굳,2020.09.22
이마트 광산점,5,티코,좋네여,2020.09.22
이마트 광산점,4.5,나린엄마,두번째,2020.09.22
이마트 광산점,5,나린엄마,맛있어요,2020.09.22
이마트 광산점,5,020****,#좋아요,2020.09.22
이마트 광산점,5,고미네가족,.,2020.09.22
이마트 광산점,5,som****,굿,2020.09.22
이마트 광산점,3.5,chl****,좋아요,2020.09.21
이마트 광산점,5,psj****,필요한거만삿코뚱 ㅎㅎ,2020.09.21
이마트 광산점,4,bra****,좋아요,2020.09.21
이마트 광산점,4,bra****,좋아요,2020.09.21
이마트 광산점,4.5,you****,노브랜드 싸고 좋아요.,2020.09.21
이마트 광산점,4,col****,자주가요~,2020.09.21
이마트 광산점,5,박서연,좋아요~~~~~~~~,2020.09.21
이마트 광산점,5,Always,행사에 큰 도움 되었습니다.역시 소비는 이마트,2020.09.21
이마트 광산점,4,dub****,굿,2020.09.21
이마트 광산점,4,dub****,굿,2020.09.21
이마트 광산점,4,신동승,굳,2020.09.20
이마트 광산점,3.5,has****,조아요,2020.09.20
이마트 광산점,3.5,has****,조아요,2020.09.20
이마트 광산점,4,bra****,좋아요,2020.09.20
이마트 광산점,4,bra****,좋아요,2020.09.20
이마트 광산점,4,쪼똥,이마트 쇼핑!!,2020.09.20
이마트 광산점,5,민서네,좋아요~,2020.09.19
이마트 광산점,5,달콩이,싸요,2020.09.19
이마트 광산점,3.5,kyu****,!,2020.09.19
이마트 광산점,5,왕빛나,즐거운 하루 보내세요 대박나세요,2020.09.18
이마트 광산점,4,kis****,자주 갑니다,2020.09.17
이마트 광산점,3.5,blu****,오랜만에  갔어요~~^^,2020.09.17
이마트 광산점,5,psj****,카레의장인이될코뚱,2020.09.17
이마트 광산점,4.5,you****,좋아요. 좋아요.,2020.09.17
이마트 광산점,4,bra****,좋아요,2020.09.16
이마트 광산점,4,doo****,좋아요,2020.09.15
이마트 광산점,5,kis****,우리집 먹을것 장볼땐 항시 이마트죠,2020.09.15
이마트 광산점,4,jin****,좋아요,2020.09.14
이마트 광산점,4.5,Jjini,좋아요,2020.09.13
이마트 광산점,5,berry,.,2020.09.12
이마트 광산점,4,임순화,즐거운하루 되세요,2020.09.12
이마트 광산점,4,신동승,좋아요,2020.09.12
이마트 광산점,4,lov****,저렴해요^^,2020.09.11
이마트 광산점,5,kig****,판매자분이 친절하시네요,2020.09.11
이마트 광산점,5,찌루찌루,행사를 자주하니 좋은것같습니다,2020.09.11
이마트 광산점,5,세라잼,행사때 자주간다 코로나때문에 주로 쓱배송을 하지만ㅎㅎ,2020.09.11
이마트 광산점,4,오다,즐거운하루대박나세요,2020.09.10
이마트 광산점,4,신이,푸드코트 맛있어요,2020.09.10
이마트 광산점,5,축복해,친절하고 좋아요 ^^,2020.09.09
이마트 광산점,5,gag****,좋아요,2020.09.09
이마트 광산점,4,bra****,좋아요,2020.09.09
이마트 광산점,5,민민,좋우네요,2020.09.08
이마트 광산점,4.5,you****,싸고 좋아요.,2020.09.08
이마트 광산점,4.5,gyf****,쇼핑하기 좋아요,2020.09.08
이마트 광산점,4.5,Jjini,좋아요,2020.09.08
이마트 광산점,4.5,Jjini,좋아요,2020.09.08
이마트 광산점,4,kbp****,이마트 고아앙산점 굿굿,2020.09.07
이마트 광산점,5,min****,이마트 좋아요,2020.09.07
이마트 광산점,4,gal****,ㅈ,2020.09.07
이마트 광산점,4.5,you****,좋아요. 만족합니다.,2020.09.07
이마트 광산점,5,psj****,돈구이코뜡,2020.09.06
이마트 광산점,4,hsim,조아요,2020.09.06
이마트 광산점,5,rnd****,장볼때는 여기,2020.09.06
이마트 광산점,4,까칠마녀,장보기 좋아용^^,2020.09.06
이마트 광산점,4,짱쟁이,좋아요,2020.09.05
이마트 광산점,3,모지모지,친절하다,2020.09.05
이마트 광산점,5,sss****,집 근처여서 자주 가요. 노브랜드 냉동코너 생겼네요!!,2020.09.05
이마트 광산점,4.5,par****,좋아요,2020.09.05
이마트 광산점,3.5,칼쌈,좋아요,2020.09.05
이마트 광산점,4,gng****,좋아요,2020.09.05
이마트 광산점,4.5,채지현,직원분들 친절하세요,2020.09.04
이마트 광산점,4,bra****,좋아요,2020.09.04
이마트 광산점,4.5,jsm****,#광주이마트 상품권 교환기가 있어요,2020.09.04
이마트 광산점,5,지정,좋아요,2020.09.04
이마트 광산점,5,달,ㄷ,2020.09.04
이마트 광산점,4.5,lov****,물건이 다양해서 좋아요~~~,2020.09.03
이마트 광산점,4,hsim,좋아요옹,2020.09.03
이마트 광산점,5,CHOI,. .,2020.09.03
