Name,Call,Address,Operation,Naver_link,rank,star_score,Visitors,Blog,Category
덕수궁 리에제 와플,02-318-5202,서울 중구 덕수궁길 5,평일08:00-21:30,https://smartstore.naver.com/liegewaffle1/,0.5730441518202944,4,2422,1313,와플
세상의모든아침,02-2055-4442,"서울 영등포구 여의대로 24 전경련회관 50층, 51층",평일10:00-22:00,http://www.theskyfarm.co.kr/,0.02426026336173509,4,681,2764,브런치
패션5,02-2071-9505,서울 용산구 이태원로 272 SPC빌딩,매일07:30-22:00,http://www.패션5.com,0.013384972889233154,4,1563,2871,베이커리
오아시스,062-376-2758,광주 서구 상일로64번길 1 1층(쌍촌동),,,0.5448418015046892,0,1563,2871,"맥주,호프"
빌즈 잠실,02-3213-4185,서울 송파구 올림픽로 300 롯데월드몰 1층,매일09:00-22:00,http://www.billskorea.com/,0.49920643100072143,4,1633,1486,브런치
더베이커스테이블,070-7717-3501,서울 용산구 녹사평대로 244-1,월요일08:00-21:00,,0.053612284860352466,4,404,1478,베이커리
빌즈 광화문,02-2251-8404,서울 종로구 종로3길 17 D타워 리플레이스 광화문 4층,매일09:00-22:00,http://www.billskorea.com/,0.39049778419045655,4,3533,1304,브런치
태극당,02-2279-3152,서울 중구 동호로24길 7,매일08:00-22:00,http://www.taegeukdang.com,0.3118416984437803,4,2574,2124,베이커리
하늘공원,02-300-5501,서울 마포구 하늘공원로 95,매일05:00-22:00,,1.4914285714285715,4,200,8907,"자연,생태공원"
낙산공원,02-743-7985,서울 종로구 낙산길 41,매일00:00-24:00,,0.3085714285714286,4,230,3449,근린공원
선유도공원,02-2631-9368,서울 영등포구 선유로 343,매일06:00-24:00,http://parks.seoul.go.kr/seonyudo,0.1761489109783297,4,170,83,근린공원
북서울꿈의숲,02-2289-4001,서울 강북구 월계로 173,매일00:00-24:00,http://parks.seoul.go.kr/dreamforest,0.1098824242090481,4,127,2783,"도시,테마공원"
여의도공원,02-761-4079,서울 영등포구 여의공원로 68 여의도공원관리사무소,매일00:00-24:00,http://parks.seoul.go.kr/yeouido,0.046639314921386676,4,7,1922,근린공원
서울숲,02-460-2905,서울 성동구 뚝섬로 273,매일00:00-24:00,http://seoulforest.or.kr/,0.1164248148250131,4,174,9834,근린공원
여의도 한강공원,02-3780-0561,서울 영등포구 여의동로 330 한강사업본부 여의도안내센터,매일00:00-24:00,http://hangang.seoul.go.kr/archives/46758,0.07828565134785362,4,163,7665,시민공원
보라매공원,02-2181-1196,서울 동작구 여의대방로20길 33,매일00:00-24:00,http://parks.seoul.go.kr/boramae,0.04309552000440565,4,101,2208,근린공원
서서울호수공원,02-2604-3004,서울 양천구 남부순환로64길 26 신월야구장,매일00:00-24:00,http://parks.seoul.go.kr/lakepark,0.04309552000440565,4,72,1181,"도시,테마공원"
일자산허브천문공원,02-753-2403,서울 중구 소파로 83,매일10:00-23:00,http://www.cablecar.co.kr/,0.026566070986039598,4,15,497,테마공원
남산케이블카,02-6291-6900,서울 영등포구 여의동로 280,평일10:30-21:00,http://www.elandcruise.com/,0.03942781617424347,4,1563,379,케이블카
여의도 이랜드크루즈,02-3151-0256,서울 마포구 한강난지로 162 한강공원 난지안내센터,매일09:00-19:00,http://hangang.seoul.go.kr/,0.07603050912795661,4,1669,1360,"유람선,관광선"
난지한강공원물놀이장,,서울 중구 소파로 83,,,0.04725885948729246,4,7,169,수영장
잠실 이랜드크루즈,1522-7327,서울 중구 장충단로13길 20 현대시티아울렛 11층,매일10:00-21:00,http://www.light-atelier.com,0.02175840515461079,4,17,63,"유람선,관광선"
남산오르미,02-470-9561,서울 강동구 올림픽로89길 39,매일09:00-19:00,http://hangang.seoul.go.kr/archives/46585,0.31785114409229837,3,3,14,케이블카
라뜰리에 현대시티아울렛동대문점,02-322-4814,서울 마포구 와우산로 111 태화프라자 5층 레이저엑스,평일12:00-21:30,http://www.instagram.com/laserx777,0.09793760497838479,4,1637,726,복합문화공간
아리수 카약,02-418-8848,서울 송파구 백제고분로 435 예스빌딩,평일11:00-23:00,http://www.rockstarclimbing.co.kr/,0.31785114409229837,0,1637,726,"레저,테마"
광나루한강공원수영장,02-2233-3131,서울 중구 동호로 249,평일00:00-24:00,http://www.shillahotels.com/,0.09793760497838479,0,1,101,수영장
레이저엑스,02-455-5000,서울 광진구 워커힐로 177 그랜드워커힐 서울,평일00:00-24:00,http://www.grandwalkerhillseoul.com/,0.13818321997962385,4,30,107,서바이벌게임
락스타클라이밍,02-771-0500,서울 중구 소공로 106,매일00:00-24:00,https://www.josunhotel.com/hotel/westinSeoul.do,0.00562546465842443,4,30,340,암벽등반
서울신라호텔,02-797-1234,서울 용산구 소월로 322,매일00:00-24:00,https://www.hyatt.com/ko-KR/hotel/south-korea/grand-hyatt-seoul/selrs?src=prop_misc_selrs_other_naver,1.8,4,1962,5436,호텔
그랜드 워커힐 서울,02-753-7788,서울 중구 소월로 50,매일00:00-24:00,http://www.seoul.hilton.co.kr/,0.4077191136826879,4,539,3273,호텔
웨스틴조선호텔,02-771-1000,서울 중구 을지로 30,매일00:00-24:00,https://www.lottehotel.com/seoul-hotel/ko.html,0.36913669537773686,4,1123,2231,호텔
그랜드 하얏트 서울,02-304-0061,서울 마포구 한강난지로 22 한강야생탐사센터,평일11:00-10:00,http://www.nanjicamp.com/,0.5724636728253008,4,825,4183,호텔
밀레니엄 힐튼 서울,02-6282-6262,서울 서초구 신반포로 176 JW 메리어트 호텔 서울,매일00:00-24:00,http://jwmarriottseoul.kr/,0.21409691629955946,4,206,1809,호텔
롯데호텔 서울,1899-9900,서울 서초구 양재대로 159,매일08:00-22:00,https://www.costco.co.kr/store-finder,0.05455980011835097,4,462,1971,호텔
난지캠핑장(2021년4월예정),1899-9900,서울 중랑구 망우로 336,매일10:00-22:00,http://www.costco.co.kr/locations/sangbong/index.html,0.08000526004339535,4,1066,1151,"캠핑,야영장"
JW 메리어트 호텔 서울,02-411-8025,서울 송파구 올림픽로 240,매일10:00-23:00,http://company.lottemart.com/branch/bc/main.do?brnchCd=0100018,0.10201854165296864,4,376,1985,호텔
코스트코코리아 양재점,1899-9900,서울 영등포구 선유로 156,매일10:00-22:00,http://www.costco.co.kr/locations/yangpyung/index.html,0.9990986931050022,4,10426,2669,"슈퍼,마트"
코스트코코리아 상봉점,02-2165-2500,서울 영등포구 영중로 125 롯데마트영등포점,매일10:00-22:00,http://company.lottemart.com/branch/vm/main.do?brnchCd=0400211,0.0004506534474988734,4,14805,2568,"슈퍼,마트"
롯데마트 잠실점,02-2639-2500,서울 구로구 경인로 482 롯데마트구로점,매일10:00-23:00,http://company.lottemart.com/branch/bc/main.do?brnchCd=0100002,0.0004506534474988734,4,7842,332,"슈퍼,마트"
코스트코코리아 양평점,02-390-2500,서울 중구 한강대로 405,매일10:00-00:00,http://company.lottemart.com/branch/bc/main.do?brnchCd=0100012,0.9133894244163371,4,12693,1990,"슈퍼,마트"
빅마켓 영등포점,02-2024-1234,서울 광진구 아차산로 272 이마트자양점,,http://emart.com,0.15906836797236307,4,7891,549,"슈퍼,마트"
롯데마트 구로점,02-2197-1234,서울 마포구 백범로 212 대우 월드마크마포,일요일10:00-23:00,http://emart.com,0.0821418621496629,4,5506,311,"슈퍼,마트"
롯데마트 서울역점,02-2009-1212,서울 구로구 디지털로32길 43 이마트구로점,일요일10:00-23:00,http://emart.com,0.17170557753384968,4,8506,429,"슈퍼,마트"
이마트 자양점,051-467-0177,부산 동구 대영로243번길 62,매일11:00-20:00,,0.06709756505265503,4,11355,300,"슈퍼,마트"
이마트마포공덕점,051-441-2946,부산 동구 중앙대로214번길 3-8,매일08:30-21:30,,0.006853513121970246,4,7389,149,"슈퍼,마트"
이마트 구로점,051-746-0033,부산 해운대구 중동2로10번길 32-10,평일11:30-22:00,http://www.해운대암소갈비.com,0.12456677996322504,4,7273,350,"슈퍼,마트"
신발원,051-701-7661,부산 해운대구 청사포로58번길 118,매일11:30-05:00,,0.05716832896862986,4,1172,1646,만두
본전돼지국밥,051-245-0018,부산 중구 비프광장로 31,매일10:30-21:30,,0.06519195408703404,4,1055,2358,국밥
해운대암소갈비집,051-317-2478,부산 사상구 광장로 34 윌로펌프,평일00:00-24:00,http://www.menupan.com/restaurant/onepage.asp?acode=H601690,0.05977600713211122,4,786,1713,"육류,고기요리"
수민이네,070-8877-5468,부산 동구 중앙대로214번길 7,매일09:00-21:00,,0.08755780910458574,4,416,1097,조개요리
18번완당집,051-625-0130,부산 수영구 남천바다로10번길 70 101호,평일11:30-21:00,http://www.darizip.com,0.25872011251758087,4,374,953,종합분식
합천일류돼지국밥,051-747-9404,부산 해운대구 좌동순환로 27,평일09:00-21:00,http://밀면.kr/,0.01779184247538678,4,1620,1196,국밥
삼진어묵 부산역광장점,051-727-1660,부산 기장군 장안읍 해맞이로 286 웨이브온커피,매일11:00-24:00,http://www.waveoncoffee.com/,0.13565400843881859,4,280,212,한식
다리집,051-747-6886,부산 해운대구 중동1로 31,평일09:00-21:00,http://ops.co.kr,0.7037974683544304,4,572,1798,종합분식
해운대 가야밀면,051-623-9946,부산 남구 용호로90번길 24,매일09:00-23:00,,0.16237693389592123,4,1581,4306,국수
웨이브온 커피,051-722-7025,부산 기장군 일광면 일광로 123 준헤어,매일10:00-22:00,,0.14915611814345991,4,2636,3992,"카페,디저트"
옵스 해운대점,070-8230-1116,부산 영도구 와치로51번길 2,매일11:00-23:00,http://sinki.co.kr/,0.0239803094233474,4,1241,1918,베이커리
용호동할매팥빙수단팥죽 본점,051-512-7034,부산 금정구 오시게로 20,매일10:00-21:30,http://www.momos.co.kr/,0.06870604781997187,4,621,770,빙수
헤이든,051-723-9770,부산 기장군 기장읍 공수해안길 41,매일10:00-23:00,https://www.instagram.com/gonggeuk.sand/,0.07433192686357243,4,1361,1854,"카페,디저트"
호찐빵,051-721-6788,부산 기장군 기장읍 기장해안로 864,매일11:00-22:00,,0.02566807313642757,4,846,399,찐빵
신기산업,051-780-6000,부산 해운대구 수영강변대로 120 영화의전당,,http://www.dureraum.org/,0.006540084388185654,4,402,1620,"카페,디저트"
모모스커피,1544-0070,부산 중구 비프광장로 36,,http://www.megabox.co.kr/?menuId=theater-detail&region=55&cinema=6001,0.010118768557587123,4,719,988,"카페,디저트"
공극샌드커피,051-850-6000,부산 부산진구 시민공원로 73,매일05:00-24:00,http://citizenpark.or.kr/,0.010235974370995469,4,676,659,"카페,디저트"
CoffeeRosso,051-610-4742,부산 수영구 민락수변로 129 수변공원(2호) 공중화장실,매일00:00-02:00,http://www.suyeong.go.kr/tour/template.asp?midx=883,0.016947960618846694,4,266,796,"카페,디저트"
영화의전당,051-253-8523,부산 중구 비프광장로 36,,http://tour.bsjunggu.go.kr/,0.07292545710267229,4,143,3042,영화관
메가박스 부산극장본관,051-860-7820,부산 중구 용두산길 37-55,매일10:00-23:00,http://yongdusanpark.bisco.or.kr/,0.010314111579934365,4,193,179,영화관
삼락생태공원,051-661-9393,부산 중구 용두산길 37-30,평일11:00-20:00,http://www.busantower.net/,0.010314111579934365,4,40,1546,"자연,생태공원"
부산시민공원,051-209-2000,부산 사하구 낙동남로 1240,매일09:00-18:00,http://www.busan.go.kr/wetland/index,0.008243475543053602,4,720,4045,시민공원
민락수변공원,051-726-8888,부산 해운대구 동백로 52 더베이101,매일09:00-24:00,http://www.instagram.com/thebay101_official,0.27319668283523707,4,33,1881,"도시,테마공원"
비프광장,051-247-9900,부산 서구 송도해변로 171,주말09:00-21:00,http://www.busanaircruise.co.kr,0.1176341730558598,4,40,810,광장
용두산공원,051-741-6440,부산 해운대구 해운대해변로 84,,,0.17969018932874353,4,53,2068,근린공원
용소웰빙공원,1833-8649,부산 해운대구 해운대해변로 84 수영만요트경기장 1-13b,매일00:00-24:00,http://www.yachtya.kr/,0.017003077244041098,0,1,325,"도시,테마공원"
맥도생태공원,051-622-0027,부산 수영구 광안해변로54번길 222,매일09:30-22:00,http://www.gwanganli.co.kr/,0.03586293224847442,4,327,492,"자연,생태공원"
용두산공원부산타워,042-323-8820,대전 유성구 엑스포로 219-39,월요일00:00-00:00,http://solomondj.lawnorder.go.kr/new2/index.jsp,0.06337036457518386,4,1549,754,전망대
대저생태공원,051-701-4851,"부산 해운대구 송정해변로 50 1층,2층 서프홀릭",매일06:00-00:00,http://surfholic.co.kr/,0.0064152714755124395,4,8,1704,"자연,생태공원"
을숙도생태공원낙동강하구에코센터,051-990-1234,부산 해운대구 마린시티1로 51,매일00:00-24:00,https://www.hyatt.com/ko-KR/hotel/south-korea/park-hyatt-busan/busph,0.027976842434673757,4,102,567,"자연,생태공원"
더베이101,051-922-1000,부산 해운대구 달맞이길 30,,https://www.lottehotel.com/busan-signiel/ko.html,0.014833359411672666,4,132,3334,요트
송도해상케이블카,051-790-1500,부산 영도구 봉래나루로 82,매일00:00-24:00,https://www.lavalsehotel.co.kr,0.011943879413758933,4,7243,2308,케이블카
송도해상케이블카송도스카이파크,051-604-7000,부산 기장군 기장읍 기장해안로 268-31,매일00:00-24:00,http://www.theananti.com/kr/cove/,0.013665049809628124,4,86,454,케이블카
수영요트경기장,051-810-1000,부산 부산진구 가야대로 772,매일00:00-24:00,https://www.lottehotel.com/busan-hotel/ko.html,0.009179575444635685,3,5,829,요트
부산요트투어 요트야,051-758-5700,부산 수영구 광안해변로 229 켄트호텔,매일00:00-24:00,http://kensington.co.kr/hga,0.009179575444635685,0,5,829,요트
광안리해양레포츠센터,051-759-1011,부산 수영구 광안해변로 203,매일00:00-24:00,http://www.hotel1.me,0.13838209982788297,4,98,86,"수상,해양레저"
솔로몬로파크,1899-9900,부산 수영구 구락로 137,매일10:00-22:00,http://www.costco.co.kr,0.046753246753246755,4,5,277,테마공원
서프홀릭 본점,051-550-6000,부산 동래구 충렬대로 197 메가마트,매일08:00-03:00,http://home.megamart.com/store/2701,0.00698899494080217,4,327,414,"서핑,윈드서핑"
파크하얏트부산호텔,051-718-1234,부산 부산진구 시민공원로 31 이마트트레이더스서면점,일요일10:00-23:00,http://store.traders.co.kr/service/info02_180.jsp?storeCode=180,0.267657643561258,4,334,2508,호텔
시그니엘 부산,051-604-2500,부산 북구 화명대로 47 롯데쇼핑(주)롯데마트화명점,매일10:00-23:00,http://company.lottemart.com/hwamyeong.mart,0.31901110937255517,4,135,476,호텔
라발스호텔,051-608-6000,부산 수영구 황령대로 521 메가마트,매일10:00-24:00,http://home.megamart.com/store/2706,0.166171178219371,4,216,889,호텔
아난티 코브,051-500-8000,부산 연제구 종합운동장로 7 부산아시아드주경기장노외주차장,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0033&ind=HOMEPLUS,0.017316017316017316,4,2488,1420,"콘도,리조트"
롯데호텔 부산,051-608-1234,부산 해운대구 좌동순환로 511 E-마트해운대점,일요일10:00-23:00,http://emart.com,0.8628008082787337,4,350,1214,호텔
켄트 호텔,051-609-1234,부산 남구 전포대로91번길 47 E마트,일요일10:00-23:00,http://emart.com,0.525197477190619,4,79,792,호텔
호텔1,051-329-2500,부산 사상구 낙동대로 733,매일10:00-23:00,http://company.lottemart.com/sasang.mart,0.4120017145306472,4,71,750,호텔
코스트코코리아 부산점,051-606-1234,부산 금정구 중앙대로1841번길 24 E마트금정점,일요일10:00-23:00,http://emart.com,0.10531367843675009,4,11641,2109,"슈퍼,마트"
메가마트 동래점,053-764-1003,대구 수성구 용학로 106-7 뜨삽 수성못점,매일11:30-22:00,http://www.ddsap.kr,0.05800479945149126,4,9397,475,"슈퍼,마트"
이마트 트레이더스 서면점,053-254-7070,대구 중구 동성로2길 24 2층 동성로작은방,매일12:00-21:00,http://blog.naver.com/askind,0.3502913952691121,4,13377,1198,"슈퍼,마트"
롯데마트 화명점,053-424-7692,대구 중구 동성로2길 81,매일11:20-20:00,,0.04650897040338247,4,6562,161,"슈퍼,마트"
메가마트 남천점,053-242-3582,대구 중구 동성로4길 73,매일12:00-22:00,,0.0220546223288767,4,4337,190,"슈퍼,마트"
홈플러스 아시아드점,053-765-4200,대구 수성구 들안로 38,매일11:30-22:00,,0.8260541652382585,4,8194,421,"슈퍼,마트"
이마트 해운대점,053-254-4064,대구 중구 중앙대로 397,매일08:00-22:00,http://www.ssbnc.kr/,0.04170951891212433,4,4960,229,"슈퍼,마트"
이마트 문현점,053-621-3784,대구 남구 현충로1길 16,매일11:00-00:00,http://instagram.com/apsanhouse,0.16331847788824133,4,6992,296,"슈퍼,마트"
롯데마트 사상점,053-783-8558,대구 수성구 들안로 9,매일11:30-22:00,https://enolja.com/t/yongjibong,0.05800479945149126,4,4672,156,"슈퍼,마트"
이마트 금정점,053-423-3330,대구 중구 동덕로36길 9-17,매일10:00-22:00,http://www.nakyoung.com/,0.04052108330476517,4,6729,221,"슈퍼,마트"
뜨삽 수성못점,053-254-4064,대구 중구 중앙대로 397,매일08:00-22:00,http://www.ssbnc.kr/,0.22866487865506638,4,1204,851,피자
동성로작은방,053-422-2928,대구 중구 동성로1길 29-6,평일09:00-22:00,http://cafe.naver.com/choiganecake/,0.0017792895924641852,4,579,593,"스파게티,파스타전문"
중앙떡볶이,053-985-7755,대구 동구 팔공산로 1169,매일11:00-23:00,http://instagram.com/titf803,1.1246026035193302,4,579,1360,종합분식
VIN PLUS,053-422-7020,대구 중구 동성로4길 94,매일12:00-22:00,,0.06358343690717602,4,192,959,양식
센도리,010-6723-4711,대구 남구 안지랑로 11,매일11:00-23:00,http://www.instagram.com/orda_cafe_daegu,0.38114738012690524,4,547,558,바닷가재요리
삼송빵집 본점,053-767-0101,대구 달성군 가창면 주리2길 104,주말11:00-22:00,http://www.instagram.com/cafe_aufonddubois,1.7536828562238662,4,482,1257,베이커리
앞산주택,053-986-7773,대구 동구 파계로 583,매일10:00-22:00,https://www.instagram.com/cafe_heima,0.0463171437761338,4,360,838,양식
용지봉,010-8296-1985,대구 달성군 현풍읍 비슬로 581,매일10:00-23:00,https://www.instagram.com/161_coffee_studio/?hl=ko,0.8679452054794521,4,172,590,한정식
낙영찜갈비 본점,070-4671-6089,대구 수성구 고모로 188,매일10:00-23:00,http://www.rullycoffee.com/,0.27945205479452057,4,264,589,"육류,고기요리"
삼송빵집 본점,053-803-7470,대구 달서구 공원순환로 36,,,0.019178082191780823,4,482,1257,베이커리
최가네케익,053-667-2851,대구 달서구 월곡로 5,매일00:00-24:00,,0.2810958904109589,4,235,365,케이크전문
티아이티에프,053-254-9404,대구 중구 경상감영길 99 감영공원,,https://korean.visitkorea.or.kr/kor/bz15/where/where_tour.jsp?cid=126133,0.11342465753424659,4,347,725,베이커리
카페 루시드,053-803-7420,대구 남구 앞산순환로 574-116,매일10:00-19:00,http://www.daegu.go.kr/Apsanpark/,1.8,4,313,491,카페
오르다카페,,대구 수성구 팔현길 88-46,매일00:00-24:00,http://www.suseong.kr/04_culture/page.htm?mnu_uid=1667,1.0,4,233,584,"카페,디저트"
오퐁드부아,053-631-0105,대구 달성군 화원읍 구라1길 88,매일09:00-18:00,http://dswetland.daegu.go.kr,1.3853932584269664,4,619,972,베이커리
헤이마,053-982-8801,대구 동구 팔공산로185길 51 팔공산케이블카,평일09:30-18:50,https://blog.naver.com/palgongcable,0.41460674157303373,4,437,924,카페
161커피스튜디오,010-7585-0900,대구 동구 장등로 56,,http://www.bigbirdpara.co.kr/,0.13740458015267176,4,220,5,카페
룰리커피,053-626-5012,대구 달서구 구마로 190 그린코아상가 2층,평일12:00-02:00,http://cafe.daum.net/jumpclimbing,0.6678357747060037,4,302,953,"카페,디저트"
팔공산자동차극장씨네80,053-583-0501,대구 달성군 하빈면 묘동3길 122-60,,,0.012997730554982464,4,234,181,영화관
봉무공원,053-257-7979,대구 중구 동성로 10-1 4층,평일11:00-01:00,,0.023024551268826077,4,18,364,"도시,테마공원"
두류공원,053-212-9500,대구 달서구 월곡로100안길 24-1,평일16:00-10:00,http://blog.naver.com/gj8848,0.012791417371570043,4,56,1647,테마공원
월광수변공원,010-3192-8277,대구 수성구 수성로 24,매일00:00-24:00,http://www.bluewingspara.com/,0.012791417371570043,4,63,612,"도시,테마공원"
경상감영공원,010-4456-8447,대구 북구 동천로23길 8 세신빌딩3층,평일14:00-23:00,http://sonsedongclimbing.modoo.at/,0.27258097792448943,0,2,405,테마공원
앞산공원,010-3892-8850,대구 수성구 달구벌대로467길 13,평일14:00-23:00,http://www.powerclimbing.org/,0.04939137610893336,4,13,328,근린공원
옥연지 송해공원,053-664-1101,대구 중구 국채보상로 611,매일00:00-24:00,https://novotel.ambatel.com/daegu,0.026738188570249642,4,24,953,근린공원
수성패밀리파크,053-602-7114,대구 수성구 팔현길 212 호텔인터불고,매일00:00-24:00,http://www.hotel-interburgo-daegu.com/,0.0024757582009490406,0,1,192,테마공원
망우당공원,053-983-8886,대구 동구 용천로 58,주말11:00-21:00,http://0539838886.modoo.at/,0.0024757582009490406,0,1,122,"도시,테마공원"
달성습지 생태학습관,053-380-0114,대구 북구 유통단지로 80,,http://www.ibexco.co.kr/index.html,0.009284093253558903,0,1,122,"자연,생태공원"
팔공산케이블카,053-981-4771,대구 동구 동화사2길 21-7,매일11:00-21:00,http://www.ok80.co.kr,0.004085001031565918,4,2083,1154,케이블카
빅버드 패러글라이딩 스쿨,053-253-7711,대구 중구 달구벌대로 2033 엘디스리젠트호텔,매일00:00-24:00,http://www.eldishotel.com/,0.004126263668248401,0,2083,1154,"행글라이딩,패러글라이딩"
점프클라이밍짐,053-611-1198,대구 달성군 현풍읍 지동1길 43,매일10:30-09:00,http://bysoga.modoo.at/,0.22656957157926977,0,2083,1154,암벽등반
도채유료낚시터,053-718-7000,대구 수성구 범어천로 73,,http://www.hotellaonzena.com/,0.11674549971075646,0,2083,1154,낚시터
동성로클라이밍짐,1899-9900,대구 북구 검단로 97,매일09:00-22:00,https://www.costco.co.kr/store-finder,0.10271888930479464,4,16,19,암벽등반
M클라이밍 남대구점,053-714-1234,대구 서구 팔달로 54,일요일10:00-23:00,http://store.traders.co.kr/service/info02_178.jsp?storeCode=178,0.1533739408582026,4,16,46,암벽등반
대구패러글라이딩블루윙스,053-550-8000,대구 달서구 달구벌대로 1467,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0031&ind=HOMEPLUS,0.061710960628849496,0,16,46,"행글라이딩,패러글라이딩"
손세동 클라이밍 칠곡점,053-607-2500,대구 동구 안심로 80 롯데쇼핑프라자,매일10:00-23:00,http://company.lottemart.com/daeguyulha.mart,0.07451253955830808,0,16,46,암벽등반
파워 클라이밍 센터,053-607-1234,대구 달서구 진천로 92,일요일10:00-23:00,http://emart.com,0.07230748290060231,0,16,46,암벽등반
노보텔 앰배서더 대구,053-607-8000,대구 북구 동암로12길 8 칠곡홈플러스,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0022&ind=HOMEPLUS,0.08703848640555348,4,26,724,호텔
호텔인터불고 대구,053-602-1234,대구 수성구 동원로 136 이마트만촌점,일요일10:00-23:00,http://emart.com,0.01871235580358662,4,514,805,호텔
팔공은가비,053-609-1234,대구 북구 침산로 93 스펙트럼시티,일요일10:00-23:00,http://emart.com,0.03384149453840133,4,149,329,"백숙,삼계탕"
호텔인터불고 엑스코,053-1899-9900,대구 동구 첨단로 10,매일09:30-22:00,http://www.costco.co.kr,0.047898730731275735,4,33,713,호텔
탑골식당,053-760-8000,대구 수성구 동대구로 95 수성 SK 리더스뷰,매일10:00-24:00,http://corporate.homeplus.co.kr/STORE/HyperMarket_view.aspx?sn=0103&ind=HOMEPLUS,0.02667506040085752,4,64,257,한식
엘디스 리젠트 호텔,062-951-9600,광주 광산구 하남산단3번로 133-8 B1,매일11:00-21:00,,0.025143771055228505,4,99,331,호텔
한훤당고택 by soga,032-833-7892,인천 연수구 컨벤시아대로 126,매일11:00-22:00,http://www.instagram.com/songjjuzip,0.022969340184435295,4,184,713,기타숙박업
호텔라온제나,032-773-3838,인천 중구 차이나타운로 36,매일11:00-21:30,http://blog.naver.com/mandabok,0.04039541293769354,4,68,554,호텔
코스트코코리아대구점,032-762-9467,인천 중구 차이나타운로44번길 31-3,매일11:00-21:00,http://ss-chinese.com/,0.022846837036784973,4,9736,1470,"슈퍼,마트"
이마트 트레이더스 비산점,010-2286-5297,전북 정읍시 수성3로 53 카페오라,일요일00:00-00:00,,0.01316908837240957,4,8366,890,"슈퍼,마트"
홈플러스 성서점,032-889-8300,인천 옹진군 영흥면 선재로 55,수요일10:00-20:30,https://www.instagram.com/ppeoldabang,0.019049239459625004,4,7688,429,"슈퍼,마트"
롯데마트 대구율하점,062-372-7554,광주 서구 치평로 86 1층 이츠미떡방,평일08:00-19:00,,0.13732602851601047,4,2856,265,"슈퍼,마트"
이마트 월배점,032-762-5853,인천 중구 우현로49번길 3,매일10:30-21:00,,0.1340184435294518,4,7249,345,"슈퍼,마트"
홈플러스 칠곡점,010-2286-5297,전북 정읍시 수성3로 53 카페오라,일요일00:00-00:00,,0.04627556402490897,4,6817,418,"슈퍼,마트"
이마트 만촌점,032-889-8300,인천 옹진군 영흥면 선재로 55,수요일10:00-20:30,https://www.instagram.com/ppeoldabang,0.03757784054173614,4,4855,229,"슈퍼,마트"
이마트 칠성점,032-880-0596,인천 옹진군 영흥면 영흥북로 374-25 1층,평일09:00-21:30,http://www.instagram.com/hibada,0.04713308605846123,4,4771,590,"슈퍼,마트"
코스트코코리아 대구혁신점,032-933-2192,인천 강화군 강화읍 향나무길5번길 12 조양방직,평일11:00-20:00,,0.03087079320788104,4,4771,590,"슈퍼,마트"
